comment_id,comment_text,foods
47066467.0,نشاسته دو عدد ثبت شده بود ولی یکی ارسال شد,"[{'title': 'نشاسته گندم'}, {'title': 'چهار تخمه 75 گرم'}, {'title': 'پودر نارگیل 75 گرم'}, {'title': 'تخم شربتی ریز 75 گرم'}, {'title': 'دانه چیا 75 گرم'}, {'title': 'گلپر درشت  75 گرم'}, {'title': 'پودر گلپر 75 گرم'}]"
45268875.0,مثل همیشه عالی هر جای تهران جابجا میشم باز از عطاری کاج خرید میکنم,"[{'title': 'نبات زعفرانی شاخه ای 900 گرم'}, {'title': 'زعفران قائنات  یک گرم'}]"
46421860.0,ممنون خوب بود,"[{'title': 'عرق رازیانه 1 لیتر'}, {'title': 'سبزی نعنا خشک 75 گرم'}]"
29582566.0,خیلی ممنونم واقعا به موقع و دقیق رسید,"[{'title': 'ذرت'}, {'title': 'پفک هندی لوله ای'}, {'title': 'پفک هندی سه بعدی'}]"
44470837.0,"عنابش فله ای بود،انقدر کهنه و خشک بود دندونو میشکوند
طعم عرق نعنا هم اصلا طبیعی نبود، البته شرکتی بود برند مرهم، انگار پودر فلفل قرمز توش بود یا یه اسانس تند که به نظر دو آتیشه بیاد","[{'title': 'عرق خارخاسک  1 لیتر'}, {'title': 'عرق نعنا اعلا مرهم 1 لیتر'}, {'title': 'عناب 75 گرم'}, {'title': 'چای به 75 گرم'}, {'title': 'گلاب اعلا مرهم 1 لیتر'}]"
30527140.0,ممنون بخاطر هدیه,"[{'title': 'پودر زنجبیل 75 گرم'}, {'title': 'پودر فلفل سیاه 75 گرم'}, {'title': 'پفک هندی سه بعدی'}, {'title': 'میخک 75 گرم'}]"
29707339.0,افتضاح بود ذرتا سوخت ولی پاپ کرن نشد اه اه,[{'title': 'ذرت'}]
38842330.0,عالی ، ممنون,[{'title': 'پودر جوانه گندم 200 گرم'}]
30835317.0,سلام عرقیجات خوب بودن ولی سیاه دانه بوی موندگی میداد,"[{'title': 'عرق خار شتر'}, {'title': 'عرق کاسنی مرهم یک لیتر'}, {'title': 'عرق شاطره مرهم یک لیتر'}, {'title': 'سیاه دانه'}]"
30614170.0,ممنون بابت هدیه,"[{'title': 'برگ بو'}, {'title': 'میخک'}, {'title': 'گلپر درشت'}]"
