comment_id,comment_text,foods
37306675.0,حجم و بسته بندی خوب بود ولی مزه ترش بود زیادی.,[{'title': 'سینه مرغ گریل شده'}]
37212968.0,معرکه بود.از هر لحاظ درجه یک,[{'title': 'توکیو رول'}]
36971496.0,بسیار تازه و با کیفیت,[{'title': 'کالیفرنیا رول'}]
38910195.0,سوشی عالی بود و درجه یک,"[{'title': 'سوشی سوبایا رول'}, {'title': 'سوشی کرانچ رول'}]"
37590118.0,بسیار خوشمزه و با کیفیت. حجم هم نسبت به قیمت عالی بود.,[{'title': 'بشقاب زبان ذغالی'}]
38426260.0,خیلی خوب و تازه بود و با حجم مناسب، ممنون,[{'title': 'سوشی کریسپی شریمپ رول'}]
38491594.0,مزه اش خوب بود و مواد اولیه اش خوب بود، اما اصلا انسجام نداشت، هر تکه رو که بلند میکردی از هم متلاشی میشد.,[{'title': 'سوشی کریسپی شریمپ رول'}]
37106238.0,خوش طعم و با کیفیت بود،حتما امتحان کنید.,[{'title': 'هایاشی رول'}]
38345881.0,خیلی خوشمزه بود.,[{'title': 'سوشی اسپشیال رول'}]
37365800.0,"حجم زیاد
طمع عالی",[{'title': 'سینه مرغ گریل شده'}]
