comment_id,vendor_id,comment_text,vendor_code,foods
48057250,351592,به شدت خوش طعم مزه پیتزاهای باکیفیت قدیم و میداد لذت بردیم پیک هم بسیار مودب وخوش رفتار بود,kll45q,"{'product_title': 'پیتزا سوسیس و قارچ آمریکایی 25 سانتی متری', 'product_description': 'خمیر پیتزا آمریکایی دست ساز، سوسیس کوکتل دودی 70%، قارچ فراوان، پنیر پیتزا، فلفل دلمه ای، ذرت، زیتون ', 'product_id': 24708927}"
48057250,351592,به شدت خوش طعم مزه پیتزاهای باکیفیت قدیم و میداد لذت بردیم پیک هم بسیار مودب وخوش رفتار بود,kll45q,"{'product_title': 'پیتزا مخصوص آمریکایی 25 سانتی متری', 'product_description': 'خمیر پیتزا آمریکایی دست ساز، ژامبون لیونر.کوکتل دودی.قارچ.پنیر.فلفل دلمه. گوجه. ذرت.گوشت چرخ کرده.زیتون', 'product_id': 24708929}"
48057250,351592,به شدت خوش طعم مزه پیتزاهای باکیفیت قدیم و میداد لذت بردیم پیک هم بسیار مودب وخوش رفتار بود,kll45q,"{'product_title': 'نوشابه بطری کوکا کولا', 'product_description': '300 میلی لیتر', 'product_id': 24709037}"
48057250,351592,به شدت خوش طعم مزه پیتزاهای باکیفیت قدیم و میداد لذت بردیم پیک هم بسیار مودب وخوش رفتار بود,kll45q,"{'product_title': 'نوشابه بطری اسپرایت', 'product_description': '300 میلی لیتر', 'product_id': 24709039}"
48123080,351592,پیتزاش خیلی خوشمزه بود،‌ مرسی,kll45q,"{'product_title': 'پیتزا مکزیکی آمریکایی 25 سانتی متری', 'product_description': 'خمیر پیتزا دست ساز، سس دست ساز، کمی ژامبون گوشت 70%، قارچ فراوان، سس مایونز دست ساز، کالباس پپرونی 70%، پنیر پیتزا، فلفل دلمه ای، زیتون', 'product_id': 24708930}"
48123080,351592,پیتزاش خیلی خوشمزه بود،‌ مرسی,kll45q,"{'product_title': 'پیتزا مخصوص آمریکایی 25 سانتی متری', 'product_description': 'خمیر پیتزا آمریکایی دست ساز، ژامبون لیونر.کوکتل دودی.قارچ.پنیر.فلفل دلمه. گوجه. ذرت.گوشت چرخ کرده.زیتون', 'product_id': 24708929}"
48123080,351592,پیتزاش خیلی خوشمزه بود،‌ مرسی,kll45q,"{'product_title': 'نوشابه بطری فانتا پرتقالی', 'product_description': '300 میلی لیتر', 'product_id': 24709038}"
48123080,351592,پیتزاش خیلی خوشمزه بود،‌ مرسی,kll45q,"{'product_title': 'سیب زمینی سرخ کرده با پنیر پیتزا', 'product_description': '250 گرم سیب زمینی سرخ کرده', 'product_id': 24997971}"
48137039,351592,پیتزا پپرونی عالی بود اما پیتزا پنیر بی مزه بود و چیپس و پنیر بی اندازه کوچیک و بی مزه و سرد بود,kll45q,"{'product_title': 'پیتزا پنیر آمریکایی 25 سانتی متری', 'product_description': 'خمیر دست ساز، سس دست ساز، پنیر پیتزا فراوان، پودر سیر، آویشن', 'product_id': 24732326}"
48137039,351592,پیتزا پپرونی عالی بود اما پیتزا پنیر بی مزه بود و چیپس و پنیر بی اندازه کوچیک و بی مزه و سرد بود,kll45q,"{'product_title': 'چیپس و پنیر', 'product_description': '۷۰گرم چیپس همراه پنیر پیتزا و ذرت', 'product_id': 24998138}"
48137039,351592,پیتزا پپرونی عالی بود اما پیتزا پنیر بی مزه بود و چیپس و پنیر بی اندازه کوچیک و بی مزه و سرد بود,kll45q,"{'product_title': 'نوشابه بطری زیرو', 'product_description': '300 میلی لیتر', 'product_id': 24732418}"
46311136,351592,"سریع و گرم رسید و کیفیت بسیار عالی و خوشمزه 
طعم عالی",kll45q,"{'product_title': 'پیتزا مخصوص آمریکایی 25 سانتی متری', 'product_description': 'خمیر پیتزا آمریکایی دست ساز، ژامبون لیونر.کوکتل دودی.قارچ.پنیر.فلفل دلمه. گوجه. ذرت.گوشت چرخ کرده.زیتون', 'product_id': 24708929}"
46077294,351592,گرم و خوب بود,kll45q,"{'product_title': 'پیتزا سوسیس و قارچ آمریکایی 25 سانتی متری', 'product_description': 'خمیر پیتزا آمریکایی دست ساز، سوسیس کوکتل دودی 70%، قارچ فراوان، پنیر پیتزا، فلفل دلمه ای، ذرت، زیتون ', 'product_id': 24708927}"
48969987,351592,ای کاش کیفیت سابقتون رو حفظ میکردید,kll45q,"{'product_title': 'پیتزا سوسیس و قارچ آمریکایی 25 سانتی متری', 'product_description': 'خمیر پیتزا آمریکایی دست ساز، سوسیس کوکتل دودی 70%، قارچ فراوان، پنیر پیتزا، فلفل دلمه ای، ذرت، زیتون ', 'product_id': 24708927}"
