comment_id,comment_text,foods
45138133.0,عالی,[{'title': 'زرشک پلوبامرغ'}]
46039500.0,افتضاحترین حلیمی که میشد بخورم,[{'title': 'حلیم مخصوص 1کیلو'}]
46010407.0,نان کم بود نسبت به ۱.۵ حلیم ( دو کف دست نان بود),[{'title': 'حلیم مخصوص 1/5کیلو'}]
45780898.0,خوب بود خیلی متفاوت بود,[{'title': 'حلیم مخصوص 1کیلو'}]
45352180.0,مثل همیشه عالی خداقوت,"[{'title': 'حلیم مخصوص ۵۰۰گرم'}, {'title': 'نوشابه قوطی میرندا پرتقالی'}]"
20029958.0,متاسفانه علیرغم اینکه از متریال مناسب برخوردار بود،ولی طبخ نامناسب داشت،غذا بسیار شور و بی اندازه چرب بود.,"[{'title': 'چلو گردن'}, {'title': 'نوشابه قوطی پپسی'}]"
30636901.0,"برنج دون بود. تاخیر هم داشت.
توی صفحه رستوران نوشته تحویل تا ۴۵ دقیقه. اما در عمل خیلی بیشتر از اینه.",[{'title': 'چلوگوشت'}]
23940035.0,"بدمزه 
مزه شیرخشک میداد","[{'title': 'حلیم 1کیلو'}, {'title': 'نوشابه خانواده کوکا کولا'}]"
18830898.0,عالی فقط ای کاش ساعت کاریتون زمانش بیشتربود,[{'title': 'خوراک کباب لقمه'}]
20863039.0,با تقریبا ۳ ساعت تاخیر غذای که برای ناهار سفارش دادم رو گرفتم و با این وجود جوجه کاملا نپخته بود و غیرقابل مصرف,"[{'title': 'خوراک جوجه کباب'}, {'title': 'نان لواش (اضافه)'}]"
