comment_id,comment_text,foods
46779382.0,خام ونپخته بود گوشت بو میداد,"[{'title': 'کباب لقمه (پرسی)'}, {'title': 'ترشی گل کلم'}, {'title': 'نوشابه بطری اسپرات'}]"
46637341.0,من لقمه دوست دارم عالی بود هر موقع میام تهران باید لقمه بخورم. ولی این دفعه پسرمو میخوان عمل کن با اشک ریختن خوردم.,[{'title': 'کباب لقمه (پرسی)'}]
47482512.0,سیب زمینی پر ا روغن و بسیار چرب و ضخیم و بزرگ بود  قابل خوردن نبود اصن,"[{'title': 'سیب زمینی سرخ شده'}, {'title': 'جوجه لقمه (یک عدد)'}, {'title': 'کباب لقمه (یک عدد)'}, {'title': 'ماءالشعیر قوطی هی دی هلو'}]"
48694030.0,خوشمزه بود,"[{'title': 'کباب لقمه (یک عدد)'}, {'title': 'سیب زمینی سرخ شده'}]"
48860723.0,خوشمزه بود اما به نظرم کیفیتش مثل قبل نبود,"[{'title': 'کباب لقمه (پرسی)'}, {'title': 'کباب لقمه (یک عدد)'}]"
49952325.0,عالي,[{'title': 'کباب لقمه (پرسی)'}]
49588808.0,از همه کارکنان ممنون هستم واقعا عالی و خوشمزه بود ممنون,"[{'title': 'کباب لقمه (پرسی)'}, {'title': 'ترشی فلفل'}]"
48694105.0,خوب بود به نسبت قیمت،پیک اقای محترمی هستن,[{'title': 'کباب لقمه (یک عدد)'}]
48990558.0,خوب بود ولي يكم بعضي تيكه هاي گوشته ش مزه نسبتا بدي ميداد,"[{'title': 'کباب لقمه (پرسی)'}, {'title': 'کباب لقمه (یک عدد)'}]"
49233250.0,اصلا نونش انقدر نازک بود که پاره میشد,"[{'title': 'جوجه لقمه (یک عدد)'}, {'title': 'آب معدنی کوچک'}]"
49709213.0,خیلی خوشمزه بود هممون از نون خیلی خوشمون اومد. در ضمن از شخص آورنده سفارش خیلی سپاس گزارم.دومرتبه با اخلاق خوش زحمت کشیدن وسفارش آوردن تا بالا. خداقوت.خسته نباشید.سال خوبی باشه,[{'title': 'کباب لقمه (یک عدد)'}]
49382068.0,معمولی,[{'title': 'کباب لقمه (پرسی)'}]
48902544.0,عه‌لی بود خداییش,"[{'title': 'کباب لقمه (پرسی)'}, {'title': 'نوشابه بطری فانتا'}]"
49910556.0,"از لحظه سفارش تا وقتی غذا رسید بدستم شاید 14 دقیقه شد ! واقعا سریع بود ممنونم 
کیفیت غذا هم خوب بود","[{'title': 'کباب لقمه (پرسی)'}, {'title': 'ماست و خیار'}, {'title': 'ماست موسیر'}, {'title': 'دوغ محلی کوچک'}, {'title': 'ماءالشعیر قوطی هی دی لیمو'}]"
46057776.0,"عالی عالی عالی عالی عالی عالی عالی عالی
خرید نکنی باختی",[{'title': 'کباب لقمه (یک عدد)'}]
45974668.0,"عالی بود
مشکل فقط عدم توجه به توضیحات بود
نون اضافه نفرستادن سیر نشدیم",[{'title': 'کباب لقمه (پرسی)'}]
46188825.0,عالی,"[{'title': 'جوجه لقمه (پرسی)'}, {'title': 'نوشابه بطری اسپرات'}]"
46601524.0,با تغییر در ادویه سیبزمینی میشه گفت مزه سیب افتضاح بود اونم با اضافه کردن زردچوبه!!!,"[{'title': 'کباب لقمه (یک عدد)'}, {'title': 'سیب زمینی سرخ شده'}]"
