comment_id,comment_text,foods
47091932.0,برای چندمین بار کالایی رو که ندارند در سطح فروش میزارن و اون کالایی را که خودشون میخوان می‌فرستند و اصرار دارند که مشابه هست و بهتره .,[{'title': 'مکمل خوراکی امگا3 فاقد جیوه 1000 میلی گرم وانا دارو گستر 60 عددی'}]
46971165.0,محصول اشتباه ارسال کردند که قابل استفاده نبود و با پشتیبانی خوب اسنپ عودت داده شد.,[{'title': 'نخ دندان ارکید مدل کلاسیک\t50 متر'}]
46957720.0,خوب,"[{'title': 'گوش پاک کن استوانه ای 100 عددی اینستاهیل'}, {'title': 'صابون گلیسیرینه شفاف حاوی روغن زیتون کاپوس 100 گرم'}, {'title': 'چسب درد گرگ نشان یک عدد'}, {'title': 'ست مسواک و نخ دندان مدل Star Pack با برس متوسط کانفیدنت'}, {'title': 'ژل بهداشتی بانوان لامینین 200 میلی لیتر'}, {'title': 'دهانشویه رفع بوی بد دهان وی وان'}]"
10130237.0,ممنون,[{'title': 'شیر خشک تکمیلی سوپرامیل شماره 3'}]
10130263.0,ممنون,[{'title': 'شیر خشک تکمیلی سوپرامیل شماره 3'}]
10616302.0,من دستمال مرطوب ۱۰۰تایی سفارش دادم برام ۲۰ تایی ارسال کردن میگن همونه با همون قیمت،برگشت دادم,"[{'title': 'ویتاگلوبین'}, {'title': 'پوشک مولفیکس سایز 5'}]"
10130826.0,به جاي بيوميل ٣ بيوميل ٢ فرستادن,[{'title': 'پوشک مولفیکس سایز 5'}]
11476916.0,با عرض سلام متاسفانه شيشه شير چيزي كه سفارش دادم نيست هم قيمت هم مدل متفاوته و همينطور دندان گير تماس با پشتيباني هم گرفته ام و منتظر جواب هستم لطفا سريعتر پيگيري شود ,"[{'title': 'دندان گیر وی کر'}, {'title': 'شیشه شیر چیکو نچرال فیلینگ +6'}, {'title': 'عصاره خوری کودک بی بی لند'}, {'title': 'مسواک انگشتی سیلیکونی مایا'}]"
10130656.0,شیر خشک 8 روز تاریخ داشت واقعا کار درستی نیست,[{'title': 'شیر خشک نان اچ آ 1'}]
35318122.0,مقداری از یکی از دهانشویه ها داخل کیسه ریخته بود,"[{'title': 'دهانشویه ایرشا آنتی سپتیک 250 میلی لیتر'}, {'title': 'دهانشویه ایرشا پاک کننده پلاک و جرم دندان 250 میلی لیتر'}]"
