comment_id,comment_text,foods
48028220.0,گرم رسید,"[{'title': 'پیتزا وجی'}, {'title': 'سس ساشه ای'}]"
48633598.0,عالی درجه یک خدا برکت,"[{'title': 'پیتزا چیکن آلفردو'}, {'title': 'سس آیولی دست ساز'}]"
48412760.0,فوق العاده بود,"[{'title': 'پیتزا چیکن آلفردو'}, {'title': 'سس آیولی دست ساز'}]"
48349753.0,از نظر ما پیتزا بسیار باکیفیت ،سالم و خوشمزه بود. همراه پیتزا یک هدیه و یک پک سیب زمینی هم ارسال شده بود که خیلی چسبید. ممنونیم و حتما بزودی دوباره سفارش میدیم :),"[{'title': 'پیتزا چیکن آلفردو'}, {'title': 'سس آیولی دست ساز'}, {'title': 'نوشابه قوطی اسپرایت'}]"
47958027.0,عالی بود بنظرم سبزیجات بینظیر بود,"[{'title': 'پیتزا وجی'}, {'title': 'سس ساشه ای'}]"
48373775.0,پیتزا خوب سیب زمینی عالی,"[{'title': 'پیتزا چیکن آلفردو'}, {'title': 'سس آیولی دست ساز'}, {'title': 'دلیزا فرایز'}]"
48128795.0,"متشکرم  ,  خوب بود","[{'title': 'پیتزا چیکن آلفردو'}, {'title': 'سس آیولی دست ساز'}, {'title': 'دلیزا فرایز'}, {'title': 'نان سیر'}]"
47993150.0,خیلی گرم و خوشمزه,"[{'title': 'پیتزا میت پارتی'}, {'title': 'سس آیولی دست ساز'}, {'title': 'سالاد سزار'}]"
47717445.0,برای فودپارتی عالی بود,"[{'title': 'پیتزا چیکن آلفردو'}, {'title': 'سس آیولی دست ساز'}]"
47642183.0,کیفیت و مزه خوب بود ولی کاملا سرد شده بود,"[{'title': 'پیتزا نوستالژی'}, {'title': 'سس کچاپ مخصوص'}, {'title': 'نوشابه قوطی اسپرایت'}]"
47993162.0,باتوجه به قیمت کیفیتش باور نکردنی بود و خیلی زود رسید,"[{'title': 'پیتزا رست بیف'}, {'title': 'سس آیولی دست ساز'}, {'title': 'دلیزا فرایز'}]"
47993179.0,"توجه به توضیحات و کیفیت بالا و گرم رسیدن نکات مثبت سفارش بود 
همه نکات مثبت بود","[{'title': 'پیتزا چیکن آلفردو'}, {'title': 'سس آیولی دست ساز'}]"
47958115.0,پپرونی خوشمزه و تندی باحالی داشت,"[{'title': 'پیتزا پپرونی'}, {'title': 'سس کچاپ مخصوص'}]"
47527526.0,سریع و گرم  بینظرید,"[{'title': 'پیتزا میت پارتی'}, {'title': 'سس آیولی دست ساز'}, {'title': 'پیتزا پپرونی'}, {'title': 'سس کچاپ مخصوص'}]"
48281969.0,عاااالییییی واااقعا خیلییی خوب بود بسته بندیش واااقعا جذاب و فوق العادس کیفیت غذا و حجم و… خیلی خوب بود و سس همراه با غذاش واااااقعا خوشمزس میزان سیری ک داره و باقی ادویه ها واقعا به اندازه بود,"[{'title': 'پیتزا چیکن آلفردو'}, {'title': 'سس آیولی دست ساز'}]"
48166263.0,غذا خیلی دیر رسید و کاملا سرد بود,"[{'title': 'پیتزا چیکن آلفردو'}, {'title': 'سس آیولی دست ساز'}]"
47699874.0,خیلی خوب بود,"[{'title': 'پیتزا چیکن آلفردو'}, {'title': 'سس آیولی دست ساز'}, {'title': 'دلیزا فرایز'}, {'title': 'برگر مجیک ماشروم'}, {'title': 'نوشابه قوطی زیرو'}]"
47429294.0,بینظیر بود واقعا ممنون از تیم قویتون,"[{'title': 'پیتزا رست بیف'}, {'title': 'سس آیولی دست ساز'}]"
47955139.0,نان پیتزا بیکن اصلا خوب نبود. اما اونیکی پیتزا خیلی خوشمزه بود,"[{'title': 'پیتزا چیکن آلفردو'}, {'title': 'سس آیولی دست ساز'}, {'title': 'پیتزا دلیزا'}, {'title': 'سس کچاپ مخصوص'}, {'title': 'نوشابه قوطی زیرو'}]"
48054727.0,همه چی عالی و مرتب,"[{'title': 'پیتزا وجی'}, {'title': 'سس ساشه ای'}]"
47988937.0,عالی بینظیر بود,"[{'title': 'پیتزا دژامبون'}, {'title': 'سس ساشه ای'}]"
47602633.0,ترکیب برگر و پیتزا و سیب زمینی با سالاد . همه چیز بسیار عالی و کامل بود,"[{'title': 'پیتزا نوستالژی'}, {'title': 'سس کچاپ مخصوص'}, {'title': 'پیتزا رست بیف'}, {'title': 'سس آیولی دست ساز'}, {'title': 'نان سیر'}, {'title': 'پیتزا وجی'}, {'title': 'سس ساشه ای'}, {'title': 'برگر مجیک ماشروم'}, {'title': 'برگر فانکی'}, {'title': 'دلیزا فرایز'}]"
