comment_id,vendor_id,comment_text,vendor_code,foods
43536167,247134,عالی واقعاً عالی,pzqmn1,"{'product_title': 'نوشابه خانواده زمزم لیمویی', 'product_description': '1.5 لیتر', 'product_id': 19460900}"
43536167,247134,عالی واقعاً عالی,pzqmn1,"{'product_title': 'سمبوسه پیتزایی', 'product_description': 'سوسیس گوشت آلمانی 30%، قارچ، نان لواش', 'product_id': 19460821}"
43536167,247134,عالی واقعاً عالی,pzqmn1,"{'product_title': 'فلافل سه قرص', 'product_description': 'فلافل، گوجه، کاهو، خیارشور، نان باگت', 'product_id': 19460800}"
43536167,247134,عالی واقعاً عالی,pzqmn1,"{'product_title': 'فلافل چهار قرص', 'product_description': 'فلافل، گوجه، کاهو، خیارشور، نان باگت', 'product_id': 19517670}"
35669753,247134,فلافل ها خيلي خوشمزه بودن و برخورد پيك خيلي محترمانه بود ممنون كه به توضيحات توجه ميكنيد.,pzqmn1,"{'product_title': 'ساندویچ فلافل چهار قرص', 'product_description': 'فلافل، گوجه، کاهو، خیارشور، نان باگت', 'product_id': 19517670}"
35669753,247134,فلافل ها خيلي خوشمزه بودن و برخورد پيك خيلي محترمانه بود ممنون كه به توضيحات توجه ميكنيد.,pzqmn1,"{'product_title': 'سمبوسه معمولی', 'product_description': 'سیب زمینی آب پز، جعفری، نان لواش', 'product_id': 19460822}"
35669753,247134,فلافل ها خيلي خوشمزه بودن و برخورد پيك خيلي محترمانه بود ممنون كه به توضيحات توجه ميكنيد.,pzqmn1,"{'product_title': 'ساندویچ کوکتل', 'product_description': '2 عدد کوکتل گوشت 55%، گوجه، کاهو، خیارشور، نان باگت', 'product_id': 19460803}"
38714838,247134,خیلی خوشمزه بود ولی متاسفانه حجمش خیلی کمه,pzqmn1,"{'product_title': 'ساندویچ الویه مرغ', 'product_description': '200 گرم الویه مرغ، کاهو، خیارشور، گوجه، نان باکت\t', 'product_id': 21184716}"
38714838,247134,خیلی خوشمزه بود ولی متاسفانه حجمش خیلی کمه,pzqmn1,"{'product_title': 'ساندویچ تخم مرغ', 'product_description': '2 عدد تخم مرغ پخته، خیارشور، گوجه، نان باگت', 'product_id': 21184745}"
38714838,247134,خیلی خوشمزه بود ولی متاسفانه حجمش خیلی کمه,pzqmn1,"{'product_title': 'ماءالشعیر خانواده دلستر هلو', 'product_description': 'یک لیتر', 'product_id': 19460904}"
44116924,247134,"کاهو ها همه پلاسیده بودند.
و داخل پلاستیک ریخته بودند
برای ۳ تا سمبوسه یه تیکه کاغذ گذاشته بودند.
اگر داخل یه کیسه فریزر میذاشتن خیلی بهتر بود.
غذا هم کاملا یخ بود",pzqmn1,"{'product_title': 'ساندویچ فلافل سه قرص', 'product_description': 'فلافل، گوجه، کاهو، خیارشور، نان باگت', 'product_id': 19460800}"
44116924,247134,"کاهو ها همه پلاسیده بودند.
و داخل پلاستیک ریخته بودند
برای ۳ تا سمبوسه یه تیکه کاغذ گذاشته بودند.
اگر داخل یه کیسه فریزر میذاشتن خیلی بهتر بود.
غذا هم کاملا یخ بود",pzqmn1,"{'product_title': 'سمبوسه معمولی', 'product_description': 'سیب زمینی آب پز، جعفری، نان لواش', 'product_id': 19460822}"
35511616,247134,عالی ارسال به موقع,pzqmn1,"{'product_title': 'ساندویچ فلافل چهار قرص', 'product_description': 'فلافل، گوجه، کاهو، خیارشور، نان باگت', 'product_id': 19517670}"
