comment_id,comment_text,foods
48605844.0,کیفیت کباب واقعا عالیه,[{'title': 'چلو کباب کوبیده معمولی دو سیخ'}]
48715578.0,بی نظیرر  نمیتونم بگم چقد طعم برنج و کباب خوب بود,[{'title': 'چلو کباب کوبیده مخصوص دو سیخ'}]
48658023.0,فقط جوجه قابل خوردن بود,"[{'title': 'چلو کباب سلطانی معمولی'}, {'title': 'چلوکباب وزیری مخصوص'}, {'title': 'زیتون پرورده'}, {'title': 'ماءالشعیر قوطی هی دی استوایی'}]"
48649655.0,بهتر از این نمیشه ممنون,[{'title': 'چلو کباب کوبیده مخصوص دو سیخ'}]
46186669.0,غذا درحدمعمولی بود برنجم زیاد خوب نبود حقیقتا پیکم که پایین ایستاده بود غذارو نمیاوردبالا نمیدونم چرا ده دقیقه هم معطل پیک بودم,[{'title': 'چلو کباب چنجه معمولی'}]
48591772.0,خوشمزه و لذیذ,"[{'title': 'خوراک جوجه کباب جنگلی مخصوص'}, {'title': 'نوشابه بطری کوکا کولا'}, {'title': 'سالاد فصل'}]"
48609015.0,خيلى خيلى عالى بود واقعا ممنون از غذاى خوبتون,"[{'title': 'چلو کباب چنجه مخصوص'}, {'title': 'خوراک کباب کوبیده مخصوص'}, {'title': 'نوشابه بطری کوکا کولا'}]"
47530579.0,جوجه خشک بود و حجم کوبیده و جوجه خیلی کم بود نسبت به قیمت اصلا به صرفه نبود,"[{'title': 'خوراک کباب کوبیده مخصوص'}, {'title': 'نوشابه قوطی کوکا کولا'}, {'title': 'خوراک جوجه کباب جنوبی مخصوص'}]"
48507932.0,غذا خیلی خوب بود ولی پیاز و نارنج کم بود ،ممنون.,"[{'title': 'خوراک کباب کوبیده مخصوص'}, {'title': 'نوشابه خانواده اسپرایت'}]"
48564168.0,واقعا عالی بود,[{'title': 'چلو کباب چنجه مخصوص'}]
46267423.0,اشتباها به جای چلو کباب وزیری مخصوص،چلوکباب کوبیده ی معمولی فرستاده شد و برنج هم درست دَم نکشیده بود.,"[{'title': 'نوشابه بطری فانتا پرتقالی'}, {'title': 'چلو کباب کوبیده معمولی دو سیخ'}]"
47392399.0,کیفیت غذاشون خوبه ، برنج خیلی باکیفیت نیست ولی مهم اینه که برنج ایرانی استفاده میکنن ، من اینبار کوپن سالاد رایگان داشتم و به همین دلیل سالاد سفارش ندادم ولی متاسفانه سالاد همراه غذا ارسال نشد. در کل طعم کبابها خوبه و طعمش مثل قدیماست,"[{'title': 'چلو کباب کوبیده معمولی دو سیخ'}, {'title': 'نوشابه خانواده فانتا'}]"
48565078.0,بد نبود در کل,[{'title': 'چلو کباب کوبیده مخصوص دو سیخ'}]
47218488.0,سفت ترین و بدترین کبابی بود که می شد سفارش داد یکجا ریختمش اشغالی ابروم پیش مهمونا رفت واقعا,[{'title': 'خوراک کباب کوبیده مخصوص'}]
48458507.0,خيلى دير رسيد ولى عالى بود غذا,[{'title': 'چلو کباب چنجه مخصوص'}]
48437943.0,بسیار عالی بود اما بهتره حداقل با یک قاشق روغن کرمانشاهی روی برنج عطر و طعم مناسبی به غذاتون بدهید ..,[{'title': 'چلو کباب کوبیده معمولی دو سیخ'}]
48434107.0,بسیار مرغوب و با کیفیت. غذای دلچسبی بود. تشکر فراوان,[{'title': 'چلو جوجه کباب مخصوص یک سیخ'}]
48463578.0,خیلی خوب بود,[{'title': 'چلو کباب کوبیده مخصوص دو سیخ'}]
48411159.0,کباب عالی,[{'title': 'چلو کباب کوبیده مخصوص دو سیخ'}]
45930765.0,باسلام و خسته نباشید .امیدوارم کیفیت همیشه حفظ بشه طعم کباب خوب بود.بوی چربی نمیداد .ممنون,"[{'title': 'چلو کباب کوبیده مخصوص دو سیخ'}, {'title': 'سالاد فصل'}]"
48365616.0,غذا خوب بود,[{'title': 'خوراک جوجه کباب جنگلی مخصوص'}]
48616428.0,واقعا عالی بود « سرویس خوب،قیمت خوب،داغ و تازه» فقط یه مقدار حجم کم بود,"[{'title': 'چلو کباب برگ مخصوص'}, {'title': 'نوشابه بطری کوکا کولا'}]"
48018945.0,عالی,[{'title': 'خوراک بال کبابی جنگلی مخصوص'}]
48314886.0,درجه یک,[{'title': 'خوراک بال کبابی جنوبی مخصوص'}]
48216362.0,درجه یک,[{'title': 'خوراک بال کبابی زعفرانی مخصوص'}]
47679082.0,سلام ممنون از کباب عالیتون دمتون گرم,[{'title': 'چلو کباب کوبیده مخصوص دو سیخ'}]
47909546.0,بی نظیر کوبیده معرکه,[{'title': 'چلو کباب کوبیده مخصوص دو سیخ'}]
48018883.0,مشتری ثابت شدم . درجه یکککک,[{'title': 'خوراک کتف مکزیکی'}]
48234697.0,اندازه کباب خیلی کوچیک بود و وزنش اون چیزی که نوشته نبود نسبت به کیفیت قیمتش زیاده و راضی نبودم,[{'title': 'خوراک کباب کوبیده مخصوص'}]
47464914.0,همچنان عالی، بخصوص چنجه,"[{'title': 'چلو کباب کوبیده مخصوص دو سیخ'}, {'title': 'چلو کباب چنجه مخصوص'}, {'title': 'خوراک بال کبابی جنگلی مخصوص'}, {'title': 'چلو جوجه کباب مخصوص یک سیخ'}, {'title': 'نوشابه خانواده فانتا'}]"
47963357.0,خوشمزه بود و باكيفيت,"[{'title': 'خوراک کباب کوبیده مخصوص'}, {'title': 'خوراک بال کبابی جنگلی مخصوص'}, {'title': 'نوشابه بطری کوکا کولا'}]"
47628584.0,هیلی خیلی خوشمزه و سالم هست خدا برکت بده بهتون,"[{'title': 'خوراک کباب کوبیده مخصوص'}, {'title': 'خوراک جوجه کباب زعفرانی مخصوص یک سیخ'}]"
46492422.0,خیلی معمولی,[{'title': 'چلو کباب چنجه مخصوص'}]
46144304.0,بسیار عالی,"[{'title': 'خوراک کباب کوبیده مخصوص'}, {'title': 'نوشابه بطری فانتا پرتقالی'}, {'title': 'ماست موسیر سنتی'}, {'title': 'چلو کباب کوبیده مخصوص دو سیخ'}]"
45566565.0,باز هم پیشنهاد میکنم واقعا کیفیت عالیه,"[{'title': 'چلو کباب کوبیده معمولی دو سیخ'}, {'title': 'نوشابه قوطی کوکا کولا'}]"
46624871.0,معمولی بود,"[{'title': 'خوراک کباب وزیری مخصوص'}, {'title': 'نوشابه بطری کوکا کولا'}, {'title': 'نوشابه بطری فانتا پرتقالی'}, {'title': 'ماءالشعیر قوطی هی دی هلو'}]"
47294345.0,خيلي معمولي…,[{'title': 'چلو کباب کوبیده مخصوص دو سیخ'}]
45513622.0,اقا دم شما گرم حلالتون باشه خیلی عالیییی,[{'title': 'چلو کباب کوبیده مخصوص دو سیخ'}]
46004636.0,در کل تجربه ی معمولی بود. طعم کباب خوب بود.,"[{'title': 'چلو کباب کوبیده مخصوص دو سیخ'}, {'title': 'نوشابه بطری کوکا کولا'}]"
45961373.0,خوب بود ممنون,[{'title': 'چلو کباب کوبیده معمولی دو سیخ'}]
46926761.0,بسیار عالی، با همین فرمان ادامه بدید,"[{'title': 'چلو کباب وزیری معمولی'}, {'title': 'نوشابه بطری فانتا پرتقالی'}]"
45626799.0,من برای بار سوم هست که سفارش میدم خیلی با کیفیت و عالی بود,"[{'title': 'چلو کباب کوبیده مخصوص دو سیخ'}, {'title': 'نوشابه بطری کوکا کولا'}]"
45749758.0,درجه یک خسته نباشید,[{'title': 'چلو کباب کوبیده مخصوص دو سیخ'}]
45446911.0,"عااااالی 
کیفیت عاااالی 
حتما پیشنهاد میکنم",[{'title': 'چلو کباب کوبیده معمولی دو سیخ'}]
48367010.0,خوشمزه بود زود رسید و داغ بود,"[{'title': 'چلو کباب کوبیده مخصوص دو سیخ'}, {'title': 'خوراک کباب کوبیده مخصوص'}]"
48353802.0,کیفیت و قیمت کبابها عالی بود سپاس از شما,[{'title': 'خوراک کباب کوبیده مخصوص'}]
48353861.0,کیفیت کبابها عالی بود ، بال کبابی خیلی ترد و خوب بود اصلا بوی بد نداشت,"[{'title': 'خوراک کباب کوبیده مخصوص'}, {'title': 'خوراک بال کبابی زعفرانی مخصوص'}, {'title': 'خوراک کتف مکزیکی'}, {'title': 'خوراک کباب چنجه مخصوص'}]"
47697785.0,بی نظیر ممنون,[{'title': 'چلو کباب کوبیده معمولی دو سیخ'}]
48488591.0,خوب بود,"[{'title': 'چلو کباب کوبیده مخصوص دو سیخ'}, {'title': 'چلو جوجه کباب مخصوص یک سیخ'}, {'title': 'نوشابه خانواده کوکاکولا'}]"
48353742.0,کباب خیلی عالی بود,[{'title': 'خوراک کباب کوبیده مخصوص'}]
48398846.0,عالی بود من دفعه اولم بود بسیار لذیذ بود با تشکر,[{'title': 'خوراک کباب کوبیده مخصوص'}]
48315141.0,واقعا خوش مزه بود ممنون,[{'title': 'خوراک کتف مکزیکی'}]
45277974.0,کباب هاشون خیلی خوشمزه بود,[{'title': 'خوراک کباب کوبیده مخصوص'}]
