comment_id,vendor_id,comment_text,vendor_code,foods
49336924,305699,"من نظر بقیه دوستان رو خوندم اما متاسفانه بی توجه ازشون رد شدم، کیفیت بسیار بسیار بسیار بسیااااارررر پایین....افتضاح.
حتی یک درصد هم ریسک نکنین و سفارش ندین.",3dj5yw,"{'product_title': 'ساندویچ سوسیس هات داگ', 'product_description': 'یک عدد هات داگ 55%، کلم، کاهو، گوجه، خیار شور، نان نیم باگت', 'product_id': 22351634}"
49336924,305699,"من نظر بقیه دوستان رو خوندم اما متاسفانه بی توجه ازشون رد شدم، کیفیت بسیار بسیار بسیار بسیااااارررر پایین....افتضاح.
حتی یک درصد هم ریسک نکنین و سفارش ندین.",3dj5yw,"{'product_title': 'دبل برگر', 'product_description': '2 عدد برگر شرکتی 30% سرخ شده، قارچ، پنیر پیتزا، کلم، کاهو، گوجه، خیار شور، نان نیم باگت', 'product_id': 22351490}"
47865968,305699,سوخته بود,3dj5yw,"{'product_title': 'ساندویچ پیتزا', 'product_description': '200 گرم، سوسیس آلمانی 40%، کالباس لیونر 70%، قارچ، پنیر پیتزا، کلم، کاهو، گوجه، خیار شور، نان نیم باگت', 'product_id': 22351715}"
47865968,305699,سوخته بود,3dj5yw,"{'product_title': 'نوشابه بطری پپسی', 'product_description': '300 میلی لیتر', 'product_id': 22351776}"
38758155,305699,اصلا بدرد نمیخورد خیلی کالباساش مزه بدی میداد,3dj5yw,"{'product_title': 'ساندویچ خوراک بندری', 'product_description': '250 گرم، سوسیس آلمانی 40%، رب، پیاز سرخ شده، کلم، کاهو، گوجه، خیار شور، نان نیم باگت', 'product_id': 22351455}"
38758155,305699,اصلا بدرد نمیخورد خیلی کالباساش مزه بدی میداد,3dj5yw,"{'product_title': 'ماءالشعیر خانواده عالیس استوایی', 'product_description': 'یک لیتر', 'product_id': 22351820}"
38758155,305699,اصلا بدرد نمیخورد خیلی کالباساش مزه بدی میداد,3dj5yw,"{'product_title': 'ساندویچ کالباس لیونر سرد', 'product_description': '130 گرم کالباس لیونر 70%، کلم، کاهو، گوجه، خیار شور، نان نیم باگت', 'product_id': 22351757}"
37260975,305699,سوسیس ها سوخته و طعم خوبی نداشتن,3dj5yw,"{'product_title': 'ساندویچ خوراک بندری', 'product_description': '250 گرم، سوسیس آلمانی 40%، رب، پیاز سرخ شده، کلم، کاهو، گوجه، خیار شور، نان نیم باگت', 'product_id': 22351455}"
37260975,305699,سوسیس ها سوخته و طعم خوبی نداشتن,3dj5yw,"{'product_title': 'نوشابه بطری میرندا پرتقالی', 'product_description': '300 میلی لیتر', 'product_id': 22351777}"
38726509,305699,برای مادرم ساندویچ مرغ گرفتم گفت کمتر جایی مرغش ب دهنم خوشمزه میاد یکیش این بود,3dj5yw,"{'product_title': 'ساندویچ مرغ', 'product_description': '90 گرم فیله مرغ سرخ شده، کلم، کاهو، گوجه، خیار شور، نان نیم باگت', 'product_id': 22351711}"
42105622,305699,من مدتی بود از این فست بود خرید نکرده بودم ولی واقعا کیفیت اومده پایین من دیگه از این فست فود خرید نمیکنم,3dj5yw,"{'product_title': 'رویال برگر', 'product_description': 'یک عدد برگر شرکتی 30% سرخ شده، 40 گرم کالباس لیونر 70%، قارچ، پنیر پیتزا، کلم، کاهو، گوجه، خیار شور، نان نیم باگت', 'product_id': 22351486}"
42105622,305699,من مدتی بود از این فست بود خرید نکرده بودم ولی واقعا کیفیت اومده پایین من دیگه از این فست فود خرید نمیکنم,3dj5yw,"{'product_title': 'ساندویچ مرغ', 'product_description': '90 گرم فیله مرغ سرخ شده، کلم، کاهو، گوجه، خیار شور، نان نیم باگت', 'product_id': 22351711}"
42105622,305699,من مدتی بود از این فست بود خرید نکرده بودم ولی واقعا کیفیت اومده پایین من دیگه از این فست فود خرید نمیکنم,3dj5yw,"{'product_title': 'سیب زمینی سرخ شده', 'product_description': '150 گرم سیب زمینی سرخ شده', 'product_id': 22351551}"
42105622,305699,من مدتی بود از این فست بود خرید نکرده بودم ولی واقعا کیفیت اومده پایین من دیگه از این فست فود خرید نمیکنم,3dj5yw,"{'product_title': 'نوشابه خانواده سون آپ', 'product_description': '1.5 لیتر', 'product_id': 22351781}"
