comment_id,comment_text,foods
46491399.0,متأسفم! از این رستوران انتظار داشتیم کیفیت بهتر باشد.,"[{'title': 'خوراک جوجه کباب مخصوص (سینه)'}, {'title': 'کباب کوبیده مخصوص (یک سیخ)'}]"
47787183.0,میزان برنج کم به نصب۳ت کباب ها,"[{'title': 'چلو کباب مخصوص امیرکبیر'}, {'title': 'سوپ جو'}, {'title': 'زیتون پرورده'}]"
47048307.0,اونقدر ماهی سرخ شده بود که سوخته بود چیزی ازش نمونده بود واقعا از رستوران امیرکبیر انتظار همچین چیزی نداشتم,[{'title': 'خوراک ماهی قزل آلا سرخ شده'}]
46545326.0,متاسفانه کیفیت غذاها مقداری پایین اومده...,[{'title': 'خوراک کباب مخلوط'}]
45377507.0,کوبیده دنبه خالص بود و در طعم و بو کاملا مشهود بود متاسفم برای مجموعه,"[{'title': 'چلو کباب کوبیده مخصوص'}, {'title': 'خوراک جوجه کباب مخصوص (سینه)'}, {'title': 'نوشابه خانواده پپسی'}, {'title': 'ماءالشعیر خانواده عالیس استوایی'}, {'title': 'آب معدنی کوچک'}, {'title': 'دوغ بطری پادراتوس'}]"
45870830.0,با اینکه پیام دادم به رستوران که کیفیت و شکل مناسبی داشته باشه مهمون داریم متاسفانه مثل این بود که یک ناشی سیخ گرفته نامرتب و بعضیش سفت بود و بعضیش قسمت جوجه اش سوخته بود طعمش هم مثل دفعات قبلی خیلی خوب  نبود واقعا جلوی مهمون ها خجالت کشیدم,[{'title': 'خوراک کباب بختیاری'}]
48603087.0,"طعم مرغ خوب بود کمی زیادی سرخ شده بود و پیاز داغ شور بود.
در کل اما رضایت بخش بود","[{'title': 'چلو مرغ سرخ شده (ران)'}, {'title': 'ماءالشعیر خانواده ایستک  لیمو'}]"
48105412.0,سلام علیکم وقت بخیر چند سالی هست من مشتری این رستورانم . اگه نوع کره از این جامد قدیمی ها باشه بهتره . این بسته بندی ها همه جارو کثیف میکنه,"[{'title': 'چلو کباب لقمه'}, {'title': 'پک قاشق و چنگال'}]"
47904605.0,غذا خوب و با کیفیت و خوشمزه بود، ولی 20هزار تومن برای هزینه پیک واقعا زیاده,[{'title': 'چلو ماهی قزل آلا سرخ شده'}]
48079919.0,خوب بود,[{'title': 'چلو کباب مخصوص امیرکبیر'}]
48266303.0,رستوران امیرکبیر از بهترین‌های شهر مشهد ولی امروز مرغشون اصلا خوب نبود هیچ طعم و مزه ای نداشت به هیچ عنوان راضی نبودم,[{'title': 'خوراک مرغ سرخ شده (ران)'}]
48151660.0,زمانی که تخفیف داره خوبه,[{'title': 'چلو ماهی قزل آلا سرخ شده'}]
47850103.0,عالی بود,[{'title': 'چلو کباب مخصوص امیرکبیر'}]
