comment_id,comment_text,foods
48307629.0,محصول خیلی تازه و باکیفیت بود .,"[{'title': 'آجیل تمام مغز خام یک کیلوگرم (کد 6020)'}, {'title': 'آجیل انرژی زا یک کیلوگرم (کد 6012)'}, {'title': 'مغز فندق خارجی خام یک کیلوگرم (کد 1873)'}, {'title': 'میوه خشک مخلوط یک کیلوگرم (کد 6244)'}]"
48352300.0,آجیلا فوق تازه بودن. کیفیت عالی همه چی عالی واقعا قیمتاشونم خیلی خوبه,"[{'title': 'آجیل عربی یک کیلوگرم (کد 6006)'}, {'title': 'آجیل تبریزی 500 گرم (کد 6023)'}, {'title': 'آجیل نوروز یک کیلوگرم (کد 6005)'}, {'title': 'آجیل تمام مغز شور زعفرانی یک کیلوگرم (کد 6017)'}]"
45066726.0,از همه نظر عالي,"[{'title': 'بادام هندی خرد شور زعفرانی  250 گرم (کد00234)'}, {'title': 'مغز بادام درختی خارجی شور زعفرانی  250 گرم (کد00164)'}]"
48354432.0,"تازه
سالم
باکیفیت
و...
از سفارشم راضیم ممنون ناتژی :)","[{'title': 'بادام هندی شور زعفرانی یک کیلوگرم (کد 1863)'}, {'title': 'بادام زمینی روکشدار سرکه نمکی یک کیلوگرم (کد 1843)'}]"
41915957.0,"خیلی عالی
ممنون از فروشگاه","[{'title': 'مغز بادام درختی خارجی خام  100 گرم (کد 00072)'}, {'title': 'فندق با پوست شور  100 گرم (00502)'}, {'title': 'بادام زمینی آستانه شور  100 گرم (کد 00162)'}, {'title': 'مغز پسته خام  100 گرم (کد00642)'}, {'title': 'نخود چی شور و کشمش 100 گرم (کد 00422)'}, {'title': 'بادام هندی خرد شور زعفرانی  100گرم (کد 00402 )'}, {'title': 'انجیر خشک 100 گرم (کد00472 )'}]"
40598900.0,"بادوم نم برداشته بود و کیفیت لازم رو نداشت 
انجیر و کشمش خوب بود 
بسته بندی هم مناسب بود","[{'title': 'کشمش سبز 250 گرم'}, {'title': 'بادام زمینی آستانه 250 گرم'}, {'title': 'انجیر خشک 250 گرم'}]"
49100035.0,"واقعا این حجم از موندگی برام غیرقابل باور بود!
در بهترین حالت ۵ بار نم خورده بود","[{'title': 'بادام زمینی روکشدار سرکه نمکی 100 گرم (کد 1843)'}, {'title': 'بادام زمینی روکشدار کچاپ 100 گرم (کد 1844)'}, {'title': 'بادام زمینی روکشدار باربیکیو 100 گرم (کد 1847)'}, {'title': 'بادام زمینی روکشدار پیاز جعفری 100 گرم (کد 1848)'}, {'title': 'اسنک کچاپ 100 گرم (کد 2562)'}]"
48878695.0,کیفیت محصول خوبه ، راضیم از خریدم,"[{'title': 'آجیل چهار مغز شور زعفرانی اعلا 500 گرم (کد 6002)'}, {'title': 'تخمه آفتابگردان گلپر 100 گرم (کد 1586)'}, {'title': 'گردو با پوست ایرانی 250 گرم (کد 1214)'}]"
48967591.0,آجیل ها خیلی تازه و خوشمزه بودن.,"[{'title': 'آجیل تمام مغز شور زعفرانی یک کیلوگرم (کد 6017)'}, {'title': 'دراژه  500 گرم (کد 6013)'}, {'title': 'آجیل تمام مغز خام یک کیلوگرم (کد 6020)'}, {'title': 'آجیل نوروز یک کیلوگرم (کد 6005)'}, {'title': 'آجیل چهار مغز شور زعفرانی اعلا 500 گرم (کد 6002)'}]"
48967618.0,تخمه تازه بود، آجیل هم خیلی خوشمزه.,"[{'title': 'تخمه آفتابگردان شور  یک کیلوگرم (کد 1584)'}, {'title': 'انجیر خشک 500 گرم (کد 1943)'}, {'title': 'آجیل تمام مغز شور زعفرانی یک کیلوگرم (کد 6017)'}, {'title': 'آجیل چهار مغز شور زعفرانی اعلا 500 گرم (کد 6002)'}]"
