comment_id,vendor_id,comment_text,vendor_code,foods
46250859,17795,عالی,3271je,"{'product_title': 'استیک مرغ گریل', 'product_description': '250 گرم سینه مرغ گریل، پوره سیب زمینی، سبزیجات چینی، کدو گریل، قارچ مزه دار شده، اسفناج طعم دار شده، ادویه های مخصوص، سس قارچ ', 'product_id': 6343407}"
48689788,17795,هر غذایی از فرش‌باکس گرفتم خیلی راضی بودم. کیفیت بالای مواد، طعم عالی تک‌تک اجزای بشقاب‌ها و قیمت متناسب با حجم غذا.,3271je,"{'product_title': 'استیک مرغ گریل', 'product_description': '250 گرم سینه مرغ گریل، پوره سیب زمینی، سبزیجات چینی، کدو گریل، قارچ مزه دار شده، اسفناج طعم دار شده، ادویه های مخصوص، سس قارچ ', 'product_id': 6343407}"
48689788,17795,هر غذایی از فرش‌باکس گرفتم خیلی راضی بودم. کیفیت بالای مواد، طعم عالی تک‌تک اجزای بشقاب‌ها و قیمت متناسب با حجم غذا.,3271je,"{'product_title': 'سالاد سزار', 'product_description': 'سینه مرغ گریل شده، کاهو، زیتون سیاه، نان سیر، پنیر پارمسان، انرژی: 380 کالری، سس سزار', 'product_id': 1586903}"
48612601,17795,مثل همیشه عاالی- ممنون که کیفیتتون تو این سال ها پایین نیومده- پر روزی باشید,3271je,"{'product_title': 'سالاد چاینیز', 'product_description': 'سینه مرغ گریل شده، کاهو، کلم قرمز، جوانه، هویچ، فلفل دلمه ای، پیازچه، نان کنجدی، کنجد، لیمو، سس بادام زمینی، انرژی: 320 کالری', 'product_id': 1586901}"
48612601,17795,مثل همیشه عاالی- ممنون که کیفیتتون تو این سال ها پایین نیومده- پر روزی باشید,3271je,"{'product_title': 'سس بالزامیک', 'product_description': 'سس بالزامیک (یک نفره)', 'product_id': 4409618}"
45528470,17795,تعداد آب یدونه کم بود,3271je,"{'product_title': 'سالاد سزار', 'product_description': 'سینه مرغ گریل شده، کاهو، زیتون سیاه، نان سیر، پنیر پارمسان، انرژی: 380 کالری، سس سزار', 'product_id': 1586903}"
45528470,17795,تعداد آب یدونه کم بود,3271je,"{'product_title': 'پاستا پنه آلفردو با مرغ', 'product_description': '150 گرم سینه مرغ گریل شده، شیر، خامه پنیر پارمسان، قارچ، جعفری، ادویه مخصوص', 'product_id': 6414402}"
45528470,17795,تعداد آب یدونه کم بود,3271je,"{'product_title': 'آب معدنی کوچک', 'product_description': '500 میلی لیتر', 'product_id': 1586875}"
48717768,17795,خوب بود و تازه فقط سس واقعا حجمش کمه,3271je,"{'product_title': 'سالاد یونانی', 'product_description': 'کاهو، خیار، گوجه فرنگی، فلفل دلمه ای، زیتون سیاه، پیاز قرمز، پنیر فتا، انرژی: 250 کالری، سس یونانی', 'product_id': 1586975}"
46022183,17795,پوره ته دیگ شده بود,3271je,"{'product_title': 'استیک مرغ گریل', 'product_description': '250 گرم سینه مرغ گریل، پوره سیب زمینی، سبزیجات چینی، کدو گریل، قارچ مزه دار شده، اسفناج طعم دار شده، ادویه های مخصوص، سس قارچ ', 'product_id': 6343407}"
45295918,17795,حجمش نصبت به قیمتش خیلی کم بود ظرف تا نصف سس داشت و‌پر نشده بود,3271je,"{'product_title': 'سس سزار', 'product_description': 'سس سزار (یک نفره)', 'product_id': 4409625}"
46046528,17795,مقدار کرم بروکلی خیلی کم بود و‌بیشتر کاهو بود,3271je,"{'product_title': 'سالاد کینوا تایلندی مرغ', 'product_description': 'سینه مرغ گریل شده، کینوا، کاهو، بروکلی، هویج، بادام زمینی، لوبیا چیتی، کنجد، انرژی: 600 کالری، سس بادام زمینی', 'product_id': 1586895}"
46046528,17795,مقدار کرم بروکلی خیلی کم بود و‌بیشتر کاهو بود,3271je,"{'product_title': 'سس بادام زمینی', 'product_description': 'سس بادام زمینی (یک نفره)', 'product_id': 4409622}"
45091151,17795,مقدار مرغ توی سالاد خیلی کم شده,3271je,"{'product_title': 'سوپ مخصوص', 'product_description': '400 گرم، جو پرک، کدو، هویج، قارچ، اسفناج، گشنیز، رب گوجه', 'product_id': 6343363}"
45091151,17795,مقدار مرغ توی سالاد خیلی کم شده,3271je,"{'product_title': 'سالاد چاینیز', 'product_description': 'سینه مرغ گریل شده، کاهو، کلم قرمز، جوانه، هویچ، فلفل دلمه ای، پیازچه، نان کنجدی، کنجد، لیمو، سس بادام زمینی، انرژی: 320 کالری', 'product_id': 1586901}"
45923252,17795,من تعجب ميكنم از فرش باكس، پاستاي پستو بازجعفري درست شده بود تلخ و بدمزه و بد بو بود. پاستا پستو. بايد با ريحون بخصوص ريحون ايتاليايي درست ميشه . تجربه افتضاحي بود بر خلاف تجربه غذاهاي قبلي. اصلا توصيه نميكنم امتحان كنيد.,3271je,"{'product_title': 'پاستا مرغ و اسفناج', 'product_description': '200 گرم پاستا پنه، 150 گرم مرغ گریل شده، سس اسفناج، سس خامه، قارچ، پنیر پارمسان، گوجه گیلاسی، جعفری', 'product_id': 20581684}"
45698533,17795,تازه و خوشمزه بود,3271je,"{'product_title': 'سالاد کینوا تایلندی مرغ', 'product_description': 'سینه مرغ گریل شده، کینوا، کاهو، بروکلی، هویج، بادام زمینی، لوبیا چیتی، کنجد، انرژی: 600 کالری، سس بادام زمینی', 'product_id': 1586895}"
45698533,17795,تازه و خوشمزه بود,3271je,"{'product_title': 'سس بادام زمینی', 'product_description': 'سس بادام زمینی (یک نفره)', 'product_id': 4409622}"
45698533,17795,تازه و خوشمزه بود,3271je,"{'product_title': 'استیک مرغ گریل', 'product_description': '250 گرم سینه مرغ گریل، پوره سیب زمینی، سبزیجات چینی، کدو گریل، قارچ مزه دار شده، اسفناج طعم دار شده، ادویه های مخصوص، سس قارچ ', 'product_id': 6343407}"
45698533,17795,تازه و خوشمزه بود,3271je,"{'product_title': 'آب معدنی کوچک', 'product_description': '500 میلی لیتر', 'product_id': 1586875}"
45698533,17795,تازه و خوشمزه بود,3271je,"{'product_title': 'سالاد سزار', 'product_description': 'سینه مرغ گریل شده، کاهو، زیتون سیاه، نان سیر، پنیر پارمسان، انرژی: 380 کالری، سس سزار', 'product_id': 1586903}"
45698533,17795,تازه و خوشمزه بود,3271je,"{'product_title': 'سس سزار', 'product_description': 'سس سزار (یک نفره)', 'product_id': 4409625}"
45698533,17795,تازه و خوشمزه بود,3271je,"{'product_title': 'نوشابه قوطی کوکاکولا', 'product_description': '330 میلی لیتر', 'product_id': 1586873}"
46355437,17795,یک سالاد سزار ضعیف و سوپرمارکتی,3271je,"{'product_title': 'سالاد سزار', 'product_description': 'سینه مرغ گریل شده، کاهو، زیتون سیاه، نان سیر، پنیر پارمسان، انرژی: 380 کالری، سس سزار', 'product_id': 1586903}"
45938126,17795,قبلا کیفیت بهتر بود. سیب زمینی ها خام و بی مزه بودن. هربار هم مینویسم نون بیشتر بذارید یدونه میذارن باز! اگر نیاز به هزینه اضافه س گزینه اضافه کنن,3271je,"{'product_title': 'بلال کبابی', 'product_description': 'یک عدد بلال پخته شده و طعم دار شده، سس انار بالزامیک ', 'product_id': 20577433}"
45938126,17795,قبلا کیفیت بهتر بود. سیب زمینی ها خام و بی مزه بودن. هربار هم مینویسم نون بیشتر بذارید یدونه میذارن باز! اگر نیاز به هزینه اضافه س گزینه اضافه کنن,3271je,"{'product_title': 'بشقاب سوسیس کاری', 'product_description': '2 عدد سوسیس دست ساز، سیب زمینی سرخ شده، نان بروتچن، سس مخصوص', 'product_id': 6343410}"
48525798,17795,واقعا عالی با کیفیت و خوشمزه امیدوارم همیشه خوب بمونه کیفیت,3271je,"{'product_title': 'استیک مرغ گریل', 'product_description': '250 گرم سینه مرغ گریل، پوره سیب زمینی، سبزیجات چینی، کدو گریل، قارچ مزه دار شده، اسفناج طعم دار شده، ادویه های مخصوص، سس قارچ ', 'product_id': 6343407}"
45730128,17795,مرغ ماستي گريل سفارش دادم و نوشته بود ٢٥٠ گرم مرغ ولي انقدر كم بود كه وزن كردم و ١١٨ گرم بود!!!!,3271je,"{'product_title': 'بیف استراگانف', 'product_description': '150 گرم گوشت راسته گوساله مزه دار شده، خامه، قارچ، سیب زمینی رنده و سرخ شده', 'product_id': 6343412}"
