comment_id,comment_text,foods
47938513.0,دوستان دقت کنن' این هزینه ای که بابت این غذا دارین میدین فقط برای یکم سبزیجات پخته س!!! فقط یه تیکه مرغِ نهایتا ۱۰۰ گرمیه خیلی بی مزه و خشک داخلشه!! یکی از نظراتو قبل از سفارش دیدم که نوشته بودن پوره سیب زمینی عالی بوده! در صورتیکه اصن پوره سیب زمینی نداشت غیر از چندتا تیکه سیب زمینی آپ پز شده!! خلاصه که دفعهء اول و آخرم بود از اینجا غذا سفارش دادم!!,[{'title': 'استیک سینه مرغ'}]
48232741.0,سس ریخته بود کل غذا سسی بود و خیلی کم گوشت بود,[{'title': 'ساندویچ رست بیف'}]
48346936.0,بسیار سرد و بد مزه بود,[{'title': 'ساندویچ فیله مرغ'}]
45800903.0,همه چی عالی,"[{'title': 'چاینیز نودل'}, {'title': 'ساندویچ رست بیف'}]"
43288051.0,خیلی خوب بود.,[{'title': 'ساندویچ فیله مرغ'}]
44341102.0,در منو کاهو فرانسوی درج شده اما کاهو معمولی ارسال شد.,[{'title': 'فیله مرغ گریل یک پرس (300 گرم)'}]
41272193.0,الویه بیشتر مزه سیب زمینی میداد ولی استیک بوقلمون خوش طعم بود ولی دورچین کم,"[{'title': 'ساندویچ الویه سرد'}, {'title': 'استیک بوقلمون'}]"
42544575.0,۱۰ تومن هزینه ی بسته بندی زیاد بود،ساندویچ خوب بود,[{'title': 'ساندویچ فیله مرغ'}]
40025052.0,"ساندویچ الویه به نسبت قیمت بزرگ و حجیم بود 
طعم عالی
تست بادام زمینی کامل ترین میان وعده و کیفیت مواد عالی","[{'title': 'ساندویچ الویه سرد'}, {'title': 'نوشابه بطری کوکا کولا'}, {'title': 'تست کره بادام زمینی'}]"
41517039.0,اگر دنبال غذای رژیمی هستید پبشنهاد میشه,[{'title': 'فیله مرغ گریل یک پرس (300 گرم)'}]
