comment_id,vendor_id,comment_text,vendor_code,foods
47670607,48482,سلام،  واقعا عالی هستن و درجه یک،  و تشکر از مدیریت محترم شهدریزان,pzvy8e,"{'product_title': 'عسل صخره ای ممتاز  شیشه قفل دار 600 گرمی', 'product_description': 'برداشت از ارتفاعات زاگرس جنوبی، ساکارز زیر یک، ترکیبی متفاوت از شهد گل های معطر و دارویی منطقه کوهستانی، دارای برگه انالیز از ازمایشگاه مواد غذایی مینو\t', 'product_id': 20385943}"
46461853,48482,به نظر واقعی میومد ولی هیچ مستندی نیست که مشخص بشه عسل ها طبیعی و واقعین خدا میدونه.,pzvy8e,"{'product_title': 'عسل سیاهدانه جنگلی (۵۰۰ گرم)', 'product_description': 'دوست خوبم عسل سیاهدانه از زنبورستان های دو استان ایلام و کردستان برداشت می شود، شهد غالب در این عسل، از گیاه سیاهدانه جنگلی زاگرسی است، افزون بر آن، شهد گل های معطر بابونه و پونه نیز در آن یافت می شود، عسل سیاهدانه هم ضد باکتری است و هم ضد ویروس. خواص دیگر آن شامل تقویت سیستم ایمنی بدن، موثر در درمان آسم و امراض ریوی است، عسل سیاه دانه دارای طبیعت بسیار گرم است.', 'product_id': 6515208}"
47669889,48482,بسیار عسل خوب و با کیفیت امیدوارم همینطوری بماند.کسب و کارتان با برکت,pzvy8e,"{'product_title': 'عسل سیاهدانه جنگلی (۵۰۰ گرم)', 'product_description': 'دوست خوبم عسل سیاهدانه از زنبورستان های دو استان ایلام و کردستان برداشت می شود، شهد غالب در این عسل، از گیاه سیاهدانه جنگلی زاگرسی است، افزون بر آن، شهد گل های معطر بابونه و پونه نیز در آن یافت می شود، عسل سیاهدانه هم ضد باکتری است و هم ضد ویروس. خواص دیگر آن شامل تقویت سیستم ایمنی بدن، موثر در درمان آسم و امراض ریوی است، عسل سیاه دانه دارای طبیعت بسیار گرم است.', 'product_id': 6515208}"
44955918,48482,من با شیشه لوکس سفارش دادم، با شیشه معمولی اومده بود,pzvy8e,"{'product_title': 'عسل صخره ای ممتاز  شیشه لوکس 500 گرم', 'product_description': 'برداشت از ارتفاعات زاگرس جنوبی، ساکارز زیر یک، ترکیبی متفاوت از شهد گل های معطر و دارویی منطقه کوهستانی، دارای برگه انالیز از ازمایشگاه مواد غذایی مینو\t', 'product_id': 6395262}"
47401510,48482,وقتی درب شیشه رو باز کردم بخوبی بوی شهد گل رو احساس کردم ممنون از کیفیت خوب عسل امیدوارم همیشه خوب بمونید,pzvy8e,"{'product_title': 'عسل تنه درختی (1 کیلوگرم)', 'product_description': 'زنبورستان شهدریزان منطقه اورامانات کردستان، پوشش گیاهی متنوع و منحصر بفرد .  ساکارز  زیر  یک طبع گرم', 'product_id': 6513895}"
47401510,48482,وقتی درب شیشه رو باز کردم بخوبی بوی شهد گل رو احساس کردم ممنون از کیفیت خوب عسل امیدوارم همیشه خوب بمونید,pzvy8e,"{'product_title': 'عسل وحشی کوهی (۱/۱۰۰ کیلوگرم)', 'product_description': 'برداشت ارتفاعات زاگرس جنوبی، ترکیبی متفاوت از شهد گل های معطر و دارویی منطقه کوهستانی زاگرس، دارای برگه انالیز از ازمایشگاه مواد غذایی مینو با ساکارز زیر یک', 'product_id': 9214607}"
47401510,48482,وقتی درب شیشه رو باز کردم بخوبی بوی شهد گل رو احساس کردم ممنون از کیفیت خوب عسل امیدوارم همیشه خوب بمونید,pzvy8e,"{'product_title': 'عسل عناب ممتاز نیم کیلویی', 'product_description': 'هنرین عناب ایران عزیز در خراسان جنوبی کشت می شود. عسل عناب ممتاز، از زنبورستان دشت خراسان جنوبی به دست می آید. \r\nرنگ عقیق گونه این عسل، ویژگی مسحورکننده ای به آن بخشیده.\r\n عسل عناب  دارای طعم  و عطر ملایم و دلپذیری است. \r\nمی دانید که سرطان ها از سردی سلول های بدن به وجود می آیند، طبع  بسیار گرم  و مصرف بلندمدت این عسل موجب پیشگیری از سرطان می شود.\r\nهمچنین سبب جلوگیری  از پوکی استخوان و تقویت نیروی جسمی شما ورزشکاران و تندرستان عزیز می گردد.', 'product_id': 20181579}"
47346511,48482,عالی,pzvy8e,"{'product_title': 'عسل گون گز (یک کیلوگرم) نیم کیلو', 'product_description': 'زنبورستان شهدریزان منطقه زاگرس -لرستان\r\nگون یک گیاه دارویی و وحشی که دراکثر مناطق کوهستانی میروید و گونه های متنوعی  دارد که میتوان از گون گز انگبین و گون کتیرا نام برد.\r\nدارای برگه انالیز از ازمایشگاه آسا\r\nساکارز 2/4\r\nعسل گون خواص متعددی در ارتباط با تقویت مفاصل ، استخوان ها و سیستم گوارشی دارد . طبع گرم', 'product_id': 20181336}"
45978775,48482,مثل همیشه عالی,pzvy8e,"{'product_title': 'عسل آویشن 500 گرم', 'product_description': 'زنبورستان شهدریزان منطقه زاگرس، شهد غالب آویشن کوهی، ساکارز 2.5، طبع گرم، خواص: تقویت سیستم ایمنی، خاصیت آنتی اکسیدانی بالا، تقویت حافظه، انرژی زا، نشاط آور\t', 'product_id': 19970297}"
43514898,48482,عااالی,pzvy8e,"{'product_title': 'عسل معجون (۵۰۰ گرم)', 'product_description': 'دارای ترکیبی ویژه از گرده گل های وحشی کوهستان، عسل کوهی و جینسنگ است.\r\n افزایش دهنده نیروی جسمانی  و  ارتقای سیستم ایمنی بدن.', 'product_id': 5129916}"
