comment_id,comment_text,foods
26702417.0,کیفیت پایین بود و دیر تحویل شد,[{'title': 'جوجه ترش نادری'}]
22664529.0,جوجه مزه خاصی نداشت، حتی مزه خود جوجه ساده هم نمیداد! ,[{'title': 'جوجه ترش نادری'}]
30198134.0,اینقد بدمزه بود که کامل انداختم دور من نمیدونم مزه هل و گلاب برای چی باید باشه توی زرشک پلو افتضاح,"[{'title': 'زرشک پلو همایونی'}, {'title': 'قاشق و چنگال'}]"
35083246.0,حجم و اندازه اش مناسب بود اما اصلا خوشمزه نبود,"[{'title': 'باقالی پلو با مرغ (ران) از نادرمیرزا'}, {'title': 'قاشق و چنگال'}, {'title': 'ماست و خیار از نادرمیرزا'}, {'title': 'نوشابه بطری پپسی'}]"
28413689.0,آب مرغ باز شده و روی برنج ریخته بود,"[{'title': 'زرشک پلو همایونی'}, {'title': 'قاشق و چنگال'}]"
19135084.0,خیلی عالی بود ,[{'title': 'خوش لعاب غوره بادمجان با مرغ'}]
21404288.0,خوبه غذاها، فقط چرا مثل انتخاب واحد ظرفیت میدن غذاهارو,"[{'title': 'چلو خوش لعاب غوره بادمجان با مرغ'}, {'title': 'دیگپخت لوبیا با گوشت'}]"
18693954.0,"بهترین خورشت بادمجونی بود که تا حالا سفارش داده بودم.
ممنون واقعا","[{'title': 'کوفته سنتی'}, {'title': 'خوش لعاب غوره بادمجان با مرغ'}]"
21829912.0,"طعم خیلی خیلی عالی
متریال عالی 
قیمه نثار هیچ چیزی کم نداشت","[{'title': 'قیمه نثار درباری'}, {'title': 'قاشق و چنگال'}, {'title': 'نوشابه بطری پپسی'}]"
23745061.0,عالی,[{'title': 'باقالی پلو با مرغ (ران)'}]
