comment_id,comment_text,foods
47899365.0,ممنون، خیلی خوبه که توی کیسه دیگه هم میزترید تا خاک آسیب نبینه,[{'title': 'خاک گربه گرانوله شاتوت 10 کیلوگرم'}]
36192566.0,عالی و سریع,[{'title': 'خاک گربه کربن گارفیلد  10 کیلوگرم'}]
35951528.0,همه چی عالی فقط قیمتایوهوخیلی رفت بالا,"[{'title': 'غذای خشک سگ سلبن مدل Small Adult Sterilized یک بسته (2 کیلوگرم)'}, {'title': 'تشویقی شیری سگ لاو می با طعم گوشت مرغ Love Me Milky Soft Snack وزن 60 گرم'}, {'title': 'تشویقی سگ لاو می با طعم گوشت مرغ و پوست خام Love Me Rawhide Twist Stick وزن 60 گرم'}, {'title': 'تشویقی سگ جویدنی ژلاتینی زامپا  بسته 50 عددی'}, {'title': 'تشویقی سگ پدیگری Pedigree Dentastix Daily Oral Care یک بسته (77 گرم)'}, {'title': 'پروبیوتیک روزانه بیوران دایجسکر  10 گرم'}]"
35608840.0,ممنونم از ارسال سریع و بموقع,"[{'title': 'کنسرو غذای گربه نوتری مدل Chicken & Rice کوزن 425 گرم'}, {'title': 'کنسرو غذای گربه نوتری مدل Chicken \t وزن 425 گرم'}]"
36292427.0,سپاس از کارت تخفیفتون و ارسال سریع و بسته بندی مناسب برکتتون روزافزون,"[{'title': 'پوچ بچه گربه ویسکاس با طعم گوشت خرگوش Whiskas Junior Kitten With Rabbit وزن 100 گرم'}, {'title': 'خاک گربه کربن گارفیلد  10 کیلوگرم'}]"
30550861.0,عالی بود ممنونم از بسته بندی و ارسال سریع و کیفیت بالا,[{'title': 'خاک گربه گرانوله شاتوت یک بسته (10 کیلوگرم)'}]
31363977.0,عالی. متشکرم,[{'title': 'خاک گربه کت مت مدل Normal  یک بسته (10 کیلوگرم)'}]
36155411.0,ممنونم از شما همیشه عالی و بسته بندی عالی,"[{'title': 'خاک گربه کربن گارفیلد  10 کیلوگرم'}, {'title': 'مسواک انگشتی سگ و گربه بکر یک عدد'}]"
33859929.0,عالی و سریع,"[{'title': 'خاک گلدن ژوانیت   10 کیلوگرم'}, {'title': 'کنسرو غذای گربه نوتری مدل Chicken & Beef  وزن 425 گرم'}, {'title': 'کنسرو غذای گربه نوتری مدل Chicken & Rice کوزن 425 گرم'}, {'title': 'کنسرو غذای گربه نوتری مدل Chicken \t وزن 425 گرم'}, {'title': 'غذای خشک بچه گربه رفلکس مدل Kitten یک بسته (2 کیلوگرم)'}, {'title': 'زیر انداز بهداشتی سگ  سایز 60*60 بسته 5 عددی'}, {'title': 'لاینر ظرف خاک گربه ژوانیت'}]"
36250858.0,خوب,[{'title': 'خاک گربه پتوپیا 10 کیلوگرم'}]
