comment_id,comment_text,foods
47670607.0,سلام،  واقعا عالی هستن و درجه یک،  و تشکر از مدیریت محترم شهدریزان,[{'title': 'عسل صخره ای ممتاز  شیشه قفل دار 600 گرمی'}]
46461853.0,به نظر واقعی میومد ولی هیچ مستندی نیست که مشخص بشه عسل ها طبیعی و واقعین خدا میدونه.,[{'title': 'عسل سیاهدانه جنگلی (۵۰۰ گرم)'}]
47669889.0,بسیار عسل خوب و با کیفیت امیدوارم همینطوری بماند.کسب و کارتان با برکت,[{'title': 'عسل سیاهدانه جنگلی (۵۰۰ گرم)'}]
44955918.0,من با شیشه لوکس سفارش دادم، با شیشه معمولی اومده بود,[{'title': 'عسل صخره ای ممتاز  شیشه لوکس 500 گرم'}]
47401510.0,وقتی درب شیشه رو باز کردم بخوبی بوی شهد گل رو احساس کردم ممنون از کیفیت خوب عسل امیدوارم همیشه خوب بمونید,"[{'title': 'عسل تنه درختی (1 کیلوگرم)'}, {'title': 'عسل وحشی کوهی (۱/۱۰۰ کیلوگرم)'}, {'title': 'عسل عناب ممتاز نیم کیلویی'}]"
47346511.0,عالی,[{'title': 'عسل گون گز (یک کیلوگرم) نیم کیلو'}]
45978775.0,مثل همیشه عالی,[{'title': 'عسل آویشن 500 گرم'}]
9686020.0,"سلام
ظاهر و بوی عسل عالی بود ان شاءالله افطار می چشیم حتما مزه اش هم عالیه
 منتها همونطور که اکثر دوستان گفتن درب ظرف خوب بسته نمیشه و یه کم از عسل بیرون ریخته بود.
بابت هدیه هم بسیار ممنون
فقط ما متوجه نشدیم چی هست؟ ولی خیلی ",[{'title': 'عسل وحشی کوهی (0.5 کیلو)'}]
43514898.0,عااالی,[{'title': 'عسل معجون (۵۰۰ گرم)'}]
31376945.0,بسیار دیر رسید بالای یکساعت,[{'title': 'رویال معجون ویژه'}]
