comment_id,comment_text,foods
45347834.0,خوب نبود,"[{'title': 'ساندویچ کباب ترکی گوشت ساده'}, {'title': 'نوشابه قوطی کوکا کولا'}, {'title': 'سیب زمینی سرخ شده با ادویه مخصوص'}]"
45990907.0,سلام من همیشه راضی بودم ولی متاسفانه این سری اصلا به توضیحات توجه نشده بود :((,[{'title': 'ساندویچ کباب ترکی گوشت با پنیر پیتزا'}]
46812309.0,مثل همیشه خیلی خوب بود فقط ۳ تا نوشابه قوطی داشتیم که نفرستاده بودن منم فرصت نکردم زنگ بزنم,"[{'title': 'کباب ترکی گوشت با مخلفات پرسی (دو نفره)'}, {'title': 'نوشابه قوطی کوکا کولا'}]"
47851655.0,"خیلی عالی بود مثل همیشه 
هم حجم و هم کیفیت",[{'title': 'ساندویچ کباب ترکی مخلوط با مخلفات ساده'}]
44960448.0,پیتزا گوشت قارچ مواد ماکارونی با رب بود خیلی روغنی,[{'title': 'پیتزا قارچ و گوشت آمریکایی یک نفره (22 سانتی متری)'}]
18984776.0,"به جای پیتزا چیز دیگه ای شبیه کالوزن فرستادن
و کیفیت غذا پایین بود به حدی که ۲ نفر که غذا رو خوردن دل درد گرفتن","[{'title': 'پیتزا رست بیف'}, {'title': 'نوشابه قوطی'}, {'title': 'سیب زمینی تنوری'}]"
23162953.0,كيفیت و طعم خوب بود,[{'title': 'ساندویچ فیله مرغ کبابی'}]
28046690.0,خیلی خیلی چرب بود,[{'title': 'ساندویچ کباب ترکی مخلوط'}]
26559096.0,کیفیت و طعم پیتزا وکباب ترکی مثل همیشه خوب بود,"[{'title': 'ساندویچ کباب ترکی گوشت'}, {'title': 'پیتزا قارچ و مرغ'}, {'title': 'پیتزا قارچ و گوشت'}, {'title': 'ساندویچ کباب ترکی مرغ'}]"
20789385.0,بسیار شور بود کیفیت بسیار پایین و سرد بود سس سفید هم نداشتن ماست با ابلیمو فرستاده بودن فوق العاده چرت,[{'title': 'پیتزا رست بیف'}]
