comment_id,vendor_id,comment_text,vendor_code,foods
48294628,28742,حجم غذا کم شده و بعید بدونم اون مقداری باش که داخل منو ذکر شده.  غذا سرد سرد رسید به دستم و از همه مهم تر تو وضیحات نوشته بودم نی و کارد و چنگال بذارید به خودشون زحمت ندادن ین کوچکترین توضیحات هم رعایت کنن.مشتری مداری صفر,37xjdn,"{'product_title': 'ساندویچ دونر کباب مخلوط متوسط (120 گرمی)', 'product_description': 'مخلوط گوشت گوساله و ران مرغ، کلم، کاهو، پیاز خام، گوجه، سس سیر، سس هالوپینو، نان ساندویچ مخصوص دونر گاردن، به همراه دو عدد سس به انتخاب شما', 'product_id': 3681895}"
48294628,28742,حجم غذا کم شده و بعید بدونم اون مقداری باش که داخل منو ذکر شده.  غذا سرد سرد رسید به دستم و از همه مهم تر تو وضیحات نوشته بودم نی و کارد و چنگال بذارید به خودشون زحمت ندادن ین کوچکترین توضیحات هم رعایت کنن.مشتری مداری صفر,37xjdn,"{'product_title': 'نوشابه قوطی فانتا پرتقالی', 'product_description': '330 میلی لیتر', 'product_id': 4422434}"
47996870,28742,نان دونر کاملا سوخته بود و غذا خیلی شور بود توقع نداشتم از دونرگاردن,37xjdn,"{'product_title': 'ساندویچ دونر کباب گوشت بزرگ (160 گرمی)', 'product_description': 'گوشت گوساله، کلم، کاهو، پیاز خام، گوجه، سس سیر، سس هالوپینو، نان ساندویچ مخصوص دونر گاردن، به همراه دو عدد سس به انتخاب شما', 'product_id': 4336648}"
47484634,28742,این چیه دست مردم میدید به جز نون افتضاح,37xjdn,"{'product_title': 'ساندویچ دونر کباب گوشت بزرگ (160 گرمی)', 'product_description': 'گوشت گوساله، کلم، کاهو، پیاز خام، گوجه، سس سیر، سس هالوپینو، نان ساندویچ مخصوص دونر گاردن، به همراه دو عدد سس به انتخاب شما', 'product_id': 4336648}"
47490787,28742,دو بار دارم سفارش میدم هر چی رو میگم حذف بشه اصلا انجام نمیشه و دوبار هست که با سس تند دارید برام میفرستید واقعا که,37xjdn,"{'product_title': 'ساندویچ دونر کباب مخلوط بزرگ (160 گرمی)', 'product_description': 'مخلوط گوشت گوساله و ران مرغ، کلم، کاهو، پیاز خام، گوجه، سس سیر، سس هالوپینو، نان ساندویچ مخصوص دونر گاردن، به همراه دو عدد سس به انتخاب شما', 'product_id': 4336650}"
46839312,28742,سس آناناس فرستاده نشد,37xjdn,"{'product_title': 'ساندویچ دونر کباب گوشت بزرگ (160 گرمی)', 'product_description': 'گوشت گوساله، کلم، کاهو، پیاز خام، گوجه، سس سیر، سس هالوپینو، نان ساندویچ مخصوص دونر گاردن، به همراه دو عدد سس به انتخاب شما', 'product_id': 4336648}"
46839312,28742,سس آناناس فرستاده نشد,37xjdn,"{'product_title': 'ساندویچ دونر کباب مخلوط بزرگ (160 گرمی)', 'product_description': 'مخلوط گوشت گوساله و ران مرغ، کلم، کاهو، پیاز خام، گوجه، سس سیر، سس هالوپینو، نان ساندویچ مخصوص دونر گاردن، به همراه دو عدد سس به انتخاب شما', 'product_id': 4336650}"
46839312,28742,سس آناناس فرستاده نشد,37xjdn,"{'product_title': 'نوشابه قوطی کوکا کولا', 'product_description': '330 میلی لیتر', 'product_id': 3681909}"
45609756,28742,مشتری دائمی این شعبه و بقیه شعبات هستم،متاسفانه اینبار بسیار خشک شده بود و سس مخصوصشون رو  نفرستاده بودند,37xjdn,"{'product_title': 'دونر کباب مخلوط پرسی (200 گرم)', 'product_description': 'مخلوط گوشت گوساله و ران مرغ، دورچین: کلم، کاهو، پیاز خام، گوجه، فلفل هالوپینو، 2 عدد نان ساندویچ مخصوص دونر گاردن، به همراه دو عدد سس به انتخاب شما', 'product_id': 3681898}"
45609756,28742,مشتری دائمی این شعبه و بقیه شعبات هستم،متاسفانه اینبار بسیار خشک شده بود و سس مخصوصشون رو  نفرستاده بودند,37xjdn,"{'product_title': 'آب پرتقال', 'product_description': '400 میلی لیتر آب پرتقال طبیعی', 'product_id': 19939536}"
45301818,28742,متاسفانه جعبه قارچ از زیر باز شده بود و همه اش به زمین ریخت‌.,37xjdn,"{'product_title': 'قارچ سوخاری', 'product_description': '200 گرم قارچ سوخاری مرینیت شده تند', 'product_id': 7180969}"
