comment_id,comment_text,foods
42454956.0,غذا شدیدا سرد به دستم رسید,"[{'title': 'چلو خورشت قرمه سبزی'}, {'title': 'نوشابه بطری پپسی'}]"
49129239.0,"سلام..کیفیت معمولی روی به پایین است و جا دارد خیلی روی کیفیت کار شود و برنج هم بسیار معمولی و البته به اندازه یک نفر هم کفاف نمی کرد حالت پرس بچه گانه داشت..کباب هم کیفیت پایین و بسیار حجم کوچکی داشت و جوجه هم کیفیت معمولی داشت و جا داشت پخت تر شود...
موفق باشید","[{'title': 'چلو کباب وزیری'}, {'title': 'خوراک کباب کوبیده نگین دار'}]"
49331025.0,متاسفانه ۲ بسته از بسته های غذا کاملا شکسته بود و محتوی بسته ها بیرون ریخته بود,[{'title': 'خورشت قرمه سبزی (اضافه)'}]
48150724.0,پاچین زده بود ۴۵۰ گرمی ولی تحویل با ظرفش ۳۰۰ گرم بود,"[{'title': 'خورشت قیمه سیب زمینی (اضافه)'}, {'title': 'خورشت قرمه سبزی (اضافه)'}, {'title': 'خوراک پاچین کبابی'}]"
49878490.0,خوشمزه بود ولی خیلییییی چرب بود و روغن ریخته بود توی پلاستیک.از روغن غذا کم کنید لطفا.هردوغذا چرب بود,"[{'title': 'چلو مرغ سس پز ران'}, {'title': 'چلو مرغ سرخ شده ران'}]"
49882833.0,عالی و خوشمزه بود ممنونم,"[{'title': 'شله ممتاز یک کیلوگرم'}, {'title': 'شله ممتاز 500 گرم'}]"
49750535.0,من کلا کوبیده دوست دارم هرچی باشه میخورم ولی این کباب یه بویی میداد اصلا خوشم نیومد دیگه سفارش نمیدم,"[{'title': 'خوراک کباب کوبیده یک سیخ'}, {'title': 'گوجه کبابی (اضافه)'}, {'title': 'خوراک کباب کوبیده یک سیخ'}]"
46040093.0,مقدار و کیفیت عالی,[{'title': 'استامبولی'}]
46147135.0,از همه لحاظ راضی بودم,"[{'title': 'چلو جوجه کباب یک سیخ'}, {'title': 'چلو کباب وزیری'}, {'title': 'دوغ شیشه ای آبعلی'}]"
48467017.0,قرمه سبزی اصلا خوب نبود این دفعه,"[{'title': 'چلو خورشت قرمه سبزی'}, {'title': 'نوشابه بطری پپسی'}]"
