comment_id,comment_text,foods
47570686.0,کمی ترش مزه شده بود جالب نبود,[{'title': 'خوراک جوجه کباب (ران)'}]
45826976.0,مرغ افتضاح بود قیمه هم تلخ حیف پولی که دادم,"[{'title': 'چلو خورشت قیمه بادمجان (پلو ته دیگی)'}, {'title': 'سوپ جو'}, {'title': 'سالاد شیرازی'}, {'title': 'نوشابه قوطی مشکی'}, {'title': 'دوغ ابعلی'}, {'title': 'زرشک پلو با مرغ ران سس پز  (پلو ته دیگی)'}]"
49516019.0,خوشمزه و عالی بود,"[{'title': 'چلو اکبر جوجه (پلو ته دیگی)'}, {'title': 'زیتون پرورده'}, {'title': 'ماءالشعیر شیشه ای هی دی استوایی'}]"
49747303.0,خیلی خوبه ولی یکم گرونه,[{'title': 'چلو کباب کوبیده مخصوص (پلو ته دیگی)'}]
47593982.0,۳ پرس غذارو تو یک پک با هزینه۳ ظرف اورده بودن,[{'title': 'چلو جوجه کباب سینه (پلو ته دیگی)'}]
47028638.0,"غذا خوشگل و خوش عطر هست فقط خیلی چربه که اگر کم بشه بهتره سالم تره و 
و اینکه کاش ظرف خورشت پلاستیکی نباشه اونم کاملا نا سالمه",[{'title': 'چلو خورشت قیمه (پلو ته دیگی)'}]
16831748.0,برنج خشک بود کباب نیم پز اصلا زعفران نداشت با عکس هم تطبیق نداشت ,[{'title': 'چلو جوجه کباب سینه (پلو ته دیگی)'}]
15937297.0,غذا داغ و به موقعرسيد,"[{'title': 'چلو کباب برگ ممتاز گوسفندی (پلو ته دیگی)'}, {'title': 'ماءالشعیر خانواده هی دی 1.5 لیتر'}]"
22938951.0,ته چین خیلی بد بود,"[{'title': 'چلو خورشت قیمه بادمجان (پلو ته دیگی)'}, {'title': 'ته چین مرغ'}, {'title': 'ترشی فلفل'}, {'title': 'زیتون پرورده'}, {'title': 'ماءالشعیر خانواده هی دی لیمو'}]"
28484448.0,کباب پخت بیشتری لازم داشت،نون لواش بسته بندی کنار کباب بود,"[{'title': 'خوراک کباب کوبیده مخصوص'}, {'title': 'دوغ ابعلی'}, {'title': 'سبزی خردن'}, {'title': 'دوغ معجون'}]"
