comment_id,comment_text,foods
50129913.0,"اصلا توی فسنجونش اثری از گردو نیست
انگار برنج نیم دونه ریختن تو خورشت که نمای گردو داشته باشه","[{'title': 'خورشت فسنجان (نیم کیلوگرم)'}, {'title': 'ظرف فومی'}]"
48447951.0,اصلن این تهیه غدا قاشق نمیزاره غذا رو با چی بخوریم اخهه ادم عاقل واقعن که متاسفم,"[{'title': 'چلو کباب کوبیده مرغ'}, {'title': 'ظرف فومی'}, {'title': 'نوشابه بطری'}]"
47331809.0,گوجه و نون کم گذاشت,"[{'title': 'خوراک کباب کوبیده ممتاز'}, {'title': 'ظرف فومی'}]"
47914982.0,"غذای شب قبل خوب 
ولی ظهر بد بد بد","[{'title': 'خوراک بال کباب'}, {'title': 'چلو خورشت قیمه بادمجان'}, {'title': 'چلو کره'}, {'title': 'سالاد فصل'}, {'title': 'چلو جوجه کباب (سینه مرغ)'}, {'title': 'ظرف فومی'}, {'title': 'سوپ جو یک پرس'}, {'title': 'چلو کباب کوبیده مرغ'}]"
46915828.0,به جای قیمه قرمه ارسال شده. بهتر است نظارت بیشتری انجام شود,"[{'title': 'خورشت قیمه سیب زمینی (نیم کیلوگرم)'}, {'title': 'ظرف فومی'}, {'title': 'سوپ جو یک کیلوگرم'}]"
47845886.0,غذا بسیار بسیار بی کفیت بود. همه اش رو ریختیم رفت.,"[{'title': 'خورشت قورمه سبزی (نیم کیلوگرم)'}, {'title': 'ظرف فومی'}, {'title': 'آب معدنی بزرگ'}]"
48903041.0,ولی خداییش این کباب کوبیده نبود,"[{'title': 'خوراک کباب کوبیده ممتاز'}, {'title': 'ظرف فومی'}]"
49585330.0,"با سلام و خسته نباشین.من تقریبا یک سال و خورده ای هست مشتریتونم.. با تخفیفی ک اکثرا این مجموعه در نظر میگیره توان خرید بیشتری داریم.و واقعا ممنون. انشالله ک کیفت مجموعه روز ب روز بالاتر بره. 
پرروزی باشین","[{'title': 'خوراک کباب کوبیده (یک سیخ)'}, {'title': 'نوشابه خانواده'}]"
49862921.0,ماهی خیلی بدمزه خشک بود همینطوری انداختیم اشغالی,"[{'title': 'چلو کباب کوبیده ممتاز'}, {'title': 'چلو ماهی قزل آلا'}]"
49018286.0,کباب کوبیده اش چیزی شبیه چربیِ نپخته بود!,"[{'title': 'چلو کباب کوبیده ممتاز'}, {'title': 'ظرف فومی'}, {'title': 'چلو خورشت قورمه سبزی برنج ایرانی'}]"
49058282.0,اشتباه ارسال میکنن یا کم ارسال میکنن اعصابمون ریختن بهم,"[{'title': 'چلو کباب کوبیده مرغ'}, {'title': 'ظرف فومی'}, {'title': 'خوراک کباب کوبیده (یک سیخ)'}, {'title': 'ظرف فومی'}, {'title': 'چلو کباب کوبیده ممتاز'}, {'title': 'ظرف فومی'}, {'title': 'نان (اضافه)'}]"
47488600.0,پیک عالی بود,"[{'title': 'چلو کباب کوبیده ممتاز'}, {'title': 'ظرف آلومینیومی'}]"
48163435.0,جوجه که سوخته بود، قاشق هم نه گزینه برای انتخابش بود و نه خودش گذاشته بود.,"[{'title': 'چلو جوجه کباب (سینه مرغ)'}, {'title': 'ظرف آلومینیومی'}, {'title': 'نوشابه بطری'}]"
49945029.0,کبابش خشک و سوخته لطفا بیشتر دقت کنید,"[{'title': 'چلو کباب کوبیده مرغ'}, {'title': 'ظرف آلومینیومی'}, {'title': 'نوشابه بطری'}]"
46460114.0,فسنجون فقط کدو حلوایی و رب بود,"[{'title': 'خورشت فسنجان (نیم کیلوگرم)'}, {'title': 'ظرف فومی'}]"
48389075.0,کیفیت غذا خوب بود ولی داخل ظرف بهم ریخته بود و نظم نداشت.,"[{'title': 'چلو کباب کوبیده مرغ'}, {'title': 'ظرف فومی'}]"
48826853.0,خواهش کرده بودم که نون زیاد بزارید فقط یک کف دست برای دو پرس غذا گذاشتید!,"[{'title': 'چلو کباب کوبیده مخصوص'}, {'title': 'ظرف آلومینیومی'}, {'title': 'چلو کباب کوبیده یک سیخ'}]"
50110762.0,قورمه سبزی بسیااار تلخ بود، ولی قیمه خوب بود,"[{'title': 'خورشت قورمه سبزی (نیم کیلوگرم)'}, {'title': 'ظرف فومی'}, {'title': 'خورشت قیمه سیب زمینی (اضافه)'}, {'title': 'ظرف فومی'}]"
49256836.0,چرا قاشق نمیارید,"[{'title': 'نوشابه بطری'}, {'title': 'چلو کباب کوبیده ممتاز'}, {'title': 'ظرف آلومینیومی'}]"
46660279.0,خورش فسنجون خیلی ترش بود,"[{'title': 'خورشت فسنجان (نیم کیلوگرم)'}, {'title': 'ظرف فومی'}, {'title': 'چلو کره'}, {'title': 'ظرف فومی'}, {'title': 'ماست موسیر'}]"
49779104.0,طعم برنج چلو کوبیده تک سیخ افتضاح. قیمه مزخرف و نپخته بود من دیگه سفارش نمیدم,"[{'title': 'خورشت قیمه سیب زمینی (نیم کیلوگرم)'}, {'title': 'ظرف فومی'}, {'title': 'چلو کباب کوبیده یک سیخ'}, {'title': 'چلو کباب کوبیده مرغ'}, {'title': 'ظرف فومی'}, {'title': 'چلو کباب کوبیده ممتاز'}]"
47995497.0,افتضاح ترین غذای عمرم,"[{'title': 'چلو کباب کوبیده مرغ'}, {'title': 'نوشابه بطری'}]"
49986021.0,سوپ خیلی شور بود و خورده نشد نون سفارش دادم ولی نیومد غذا هم یخ بود,"[{'title': 'سوپ جو نیم کیلوگرم'}, {'title': 'خوراک جوجه کباب (سینه مرغ)'}, {'title': 'ظرف آلومینیومی'}, {'title': 'دوغ بطری'}]"
46160885.0,من یک سیخ گوجه اضافه سفارش داده بودم اصلا نفرستادن غذا هم یخ بود,"[{'title': 'خوراک کباب کوبیده ممتاز'}, {'title': 'خورشت قیمه سیب زمینی (نیم کیلوگرم)'}, {'title': 'خوراک جوجه کباب (سینه مرغ)'}, {'title': 'گوجه کبابی (اضافه)'}]"
47958060.0,با این قیمت چلوکره میدن. بد نبود,"[{'title': 'زرشک پلو با مرغ (ران)'}, {'title': 'ظرف آلومینیومی'}]"
48088650.0,کوفته بجای همراه داشتن آب گوشت، آب روغن داشت,[{'title': 'کوفته تبریزی'}]
47685501.0,چرا قاشق نمیزارید؟؟؟,"[{'title': 'چلو کباب کوبیده ممتاز'}, {'title': 'ظرف آلومینیومی'}, {'title': 'نوشابه بطری'}]"
50075420.0,عالی بود.,"[{'title': 'خوراک کباب کوبیده ممتاز'}, {'title': 'ظرف فومی'}, {'title': 'خورشت قیمه سیب زمینی (یک کیلوگرم)'}, {'title': 'ظرف فومی'}]"
49948989.0,نان نداشت با اینکه ثبت کرده بودم,"[{'title': 'خوراک کباب کوبیده (یک سیخ)'}, {'title': 'ظرف فومی'}, {'title': 'خوراک بال کباب'}, {'title': 'ظرف فومی'}]"
49931757.0,عالی,"[{'title': 'سوپ جو یک کیلوگرم'}, {'title': 'سوپ جو نیم کیلوگرم'}]"
48515907.0,برنج و خورشت قیمه بادمجان عالی بود ولی قرمه سبزی شون خوب نبودپول ظرف آلومینیوم دادم ولی پلاستیکی فرستادند,"[{'title': 'خورشت قیمه بادمجان (نیم کیلوگرم)'}, {'title': 'ظرف آلومینیومی'}, {'title': 'خورشت قورمه سبزی (نیم کیلوگرم)'}, {'title': 'ظرف آلومینیومی'}, {'title': 'چلو کره'}, {'title': 'ظرف آلومینیومی'}]"
