comment_id,vendor_id,comment_text,vendor_code,foods
47066467,105892,نشاسته دو عدد ثبت شده بود ولی یکی ارسال شد,3k9zgo,"{'product_title': 'نشاسته گندم', 'product_description': '150 گرم ', 'product_id': 19839084}"
47066467,105892,نشاسته دو عدد ثبت شده بود ولی یکی ارسال شد,3k9zgo,"{'product_title': 'چهار تخمه 75 گرم', 'product_description': 'طبع سرد، ضدالتهاب، ضد ویروس، ضد باکتری، برطرف کننده ورم گلو، درمان سرفه و گلو درد، نحوه مصرف: قابل استفاده به صورت دم کرده و جوشانده', 'product_id': 21729557}"
47066467,105892,نشاسته دو عدد ثبت شده بود ولی یکی ارسال شد,3k9zgo,"{'product_title': 'پودر نارگیل 75 گرم', 'product_description': 'کنترل پیشروی آلزایمر، برطرف کننده یبوست و مشکلات گوارشی، جلوگیری از آرتروز، درد مفاصل و پوکی استخوان', 'product_id': 19732134}"
47066467,105892,نشاسته دو عدد ثبت شده بود ولی یکی ارسال شد,3k9zgo,"{'product_title': 'تخم شربتی ریز 75 گرم', 'product_description': 'طبع گرم، محافظت از بدن در برابر رادیکال های آزاد، پیشگیری از سیروز  کبدی و سرطان کبد، کاهش چربی خون و جلوگیری از کبد چرب', 'product_id': 19839444}"
47066467,105892,نشاسته دو عدد ثبت شده بود ولی یکی ارسال شد,3k9zgo,"{'product_title': 'دانه چیا 75 گرم', 'product_description': 'طبع گرم، جلوگیری از دیابت، کاهش فشار خون، کاهش سطح کلسترول', 'product_id': 19732108}"
47066467,105892,نشاسته دو عدد ثبت شده بود ولی یکی ارسال شد,3k9zgo,"{'product_title': 'گلپر درشت  75 گرم', 'product_description': 'تقویت حافظه، ضد نفخ، ضدعفونی کننده', 'product_id': 19732119}"
47066467,105892,نشاسته دو عدد ثبت شده بود ولی یکی ارسال شد,3k9zgo,"{'product_title': 'پودر گلپر 75 گرم', 'product_description': 'تقویت حافظه، ضد نفخ، ضدعفونی کننده', 'product_id': 19732120}"
46421860,105892,ممنون خوب بود,3k9zgo,"{'product_title': 'عرق رازیانه 1 لیتر', 'product_description': 'طبع گرم، کاهش عوارض یایسگی،  کاهش اختلالات هورمونی و درمان کیست\u200c تخمدان، کنترل فشار خون\t\t\t\t\t\t\t\t\t\t', 'product_id': 20857553}"
46421860,105892,ممنون خوب بود,3k9zgo,"{'product_title': 'سبزی نعنا خشک 75 گرم', 'product_description': '75گرم', 'product_id': 19165288}"
29582566,105892,خیلی ممنونم واقعا به موقع و دقیق رسید,3k9zgo,"{'product_title': 'ذرت', 'product_description': 'طبع سرد، مفید برای درمان اسهال، افزایش وزن، کمک به کنترل دیابت\t\t\t\t\t\t\t\t\t\t\t\t\t', 'product_id': 19839072}"
29582566,105892,خیلی ممنونم واقعا به موقع و دقیق رسید,3k9zgo,"{'product_title': 'پفک هندی لوله ای', 'product_description': '250 گرم ', 'product_id': 19733165}"
29582566,105892,خیلی ممنونم واقعا به موقع و دقیق رسید,3k9zgo,"{'product_title': 'پفک هندی سه بعدی', 'product_description': '250 گرم ', 'product_id': 19733157}"
44470837,105892,"عنابش فله ای بود،انقدر کهنه و خشک بود دندونو میشکوند
طعم عرق نعنا هم اصلا طبیعی نبود، البته شرکتی بود برند مرهم، انگار پودر فلفل قرمز توش بود یا یه اسانس تند که به نظر دو آتیشه بیاد",3k9zgo,"{'product_title': 'عرق خارخاسک  1 لیتر', 'product_description': 'طبع گرم، ادرار آور و کمک به دفع سنگ مجاری ادراری، افزایش قوای جنسی، کمک به کاهش فشار خون', 'product_id': 21729329}"
44470837,105892,"عنابش فله ای بود،انقدر کهنه و خشک بود دندونو میشکوند
طعم عرق نعنا هم اصلا طبیعی نبود، البته شرکتی بود برند مرهم، انگار پودر فلفل قرمز توش بود یا یه اسانس تند که به نظر دو آتیشه بیاد",3k9zgo,"{'product_title': 'عرق نعنا اعلا مرهم 1 لیتر', 'product_description': 'طبع گرم، ضد نفخ، ضد دل درد و کاهش درد معده، کمک به هضم بهتر و بهبود عملکرد گوارش، رفع سوءهاضمه', 'product_id': 19165903}"
