comment_id,comment_text,foods
49556521.0,قیمت بالا,"[{'title': 'کره گاوی 500 گرم ±50'}, {'title': 'پنیر تبریزی 500 گرم'}]"
48636460.0,قیمت بالاس,"[{'title': 'ماست چکیده ساده کم چرب 1 کیلوگرم'}, {'title': 'ماست موسیر کم چرب 1 کیلوگرم'}, {'title': 'پنیر بلغاری 500 گرم'}, {'title': 'شیر گاو پاستوریزه 2 کیلوگرم'}]"
46900789.0,کیفیت کره خوب است(سپاس )اما 480 گرم است. در ضمن چندروز پیش عسل گون گرفتم از شما که اصلا طعم عسل نداشت و گلو را بشدت میزد.,[{'title': 'کره گاوی 500 گرم'}]
47983869.0,مرسی.,"[{'title': 'شیر گاوی 2 کیلوگرم'}, {'title': 'شیر گاوی 1کیلوگرم'}, {'title': 'شیر گاوی 500 گرم'}]"
48377169.0,پنیر مونده و اصلا مزه پنیر تبریز ندارد شاید اشتباه ارسال کردن,[{'title': 'پنیر تبریزی 1 کیلوگرم'}]
49132695.0,دمتون گرم قیمت مناسب کیفیت عالی,"[{'title': 'ماست چکیده ساده پرچرب 1 کیلوگرم'}, {'title': 'ماست موسیر کم چرب 1 کیلوگرم'}, {'title': 'ماست موسیر کم چرب 500 گرم'}, {'title': 'ماست چکیده محلی  500 گرم'}]"
48493955.0,پنیری که به عنوان پنیر لیقوان ارسال شده متاسفانه نه بافت و نه طعمش شبیه به پنیرهایی که همیشه میگرفتم نیست و به نظرم پنیر لیقوان نیست,"[{'title': 'پنیر لیقوان 500 گرم'}, {'title': 'ماست چکیده ساده پرچرب 500 گرم'}, {'title': 'سرشیر گاوی ۱۶۰ گرم'}]"
46657127.0,همه چی خیلی خوب بود ممنونم از فروشنده محترم,"[{'title': 'ماست گاوی 2.300 کیلوگرم'}, {'title': 'پنیر لاکتیکی 1 کیلوگرم'}, {'title': 'شیر گاوی 1 کیلوگرم'}]"
49609457.0,هم طعم پنیر وهم بسته بندی عالی بود متشکرم,[{'title': 'پنیر لاکتیکی 1 کیلوگرم'}]
49043596.0,کیفیت واقعا عالی,"[{'title': 'دوغ گاو سنتی ساده 2 کیلوگرم'}, {'title': 'ماست چکیده محلی  500 گرم'}, {'title': 'پنیر لیقوان 500 گرم'}]"
